application_id,age,income,employment_years,loan_amount,term_months,existing_debt,dti,prior_defaults,inquiries_6m,purpose,region,defaulted_12m
A201760,46,38489,1.9,14586,48,10829,0.2354,0,1,car,central,0
A201761,51,55666,0.4,11669,24,1374,0.1172,0,0,debt_consolidation,north,0
A201762,46,51349,3.1,8899,48,12284,0.1629,0,0,home_improvement,east,0
A201763,34,32534,2.4,10668,12,97628,1.2,0,1,home_improvement,central,0
A201764,51,102102,4.5,34808,36,17022,0.197,0,0,education,south,0
A201765,42,42909,7.1,4550,12,4171,0.1546,1,3,medical,east,0
A201766,41,33784,4.6,10920,12,13437,0.5221,0,1,home_improvement,south,1
A201767,49,23928,4.0,4982,12,3817,0.288,0,0,car,east,0
A201768,41,50285,8.5,18581,36,2352,0.1466,0,5,home_improvement,central,0
A201769,27,18061,4.3,7262,24,4299,0.3201,0,0,car,north,0
A201770,39,65769,1.9,18788,24,5114,0.1817,1,4,other,central,0
A201771,30,29013,1.7,19569,48,4432,0.245,0,5,car,central,0
A201772,21,78800,2.7,8290,24,22297,0.1941,1,1,car,east,0
A201773,47,66382,1.0,5120,60,957,0.0226,1,2,car,south,0
A201774,23,91365,8.0,28773,36,12112,0.1713,0,0,other,south,0
A201775,35,42913,5.0,4591,12,1014,0.1188,0,4,medical,central,0
A201776,47,67790,8.3,12779,24,21513,0.2529,0,1,debt_consolidation,north,0
A201777,51,85754,1.3,6794,12,4406,0.1049,0,0,car,north,0
A201778,49,68194,1.4,7629,48,482,0.0315,0,3,car,south,0
A201779,34,23401,5.9,21641,36,1978,0.3505,0,2,debt_consolidation,central,0
A201780,44,33353,1.9,9357,24,1709,0.1659,0,2,debt_consolidation,south,0
A201781,22,66026,1.8,7856,60,2039,0.0392,0,1,home_improvement,south,0
A201782,26,82413,6.8,14252,48,3558,0.0648,2,1,car,central,0
A201783,25,46826,5.6,18897,60,5120,0.1354,0,0,debt_consolidation,south,1
A201784,31,23383,5.4,26129,36,7457,0.5319,0,1,other,north,0
A201785,44,58087,6.7,6850,36,2854,0.0639,0,2,medical,east,0
A201786,40,73034,2.2,14676,60,3160,0.0618,0,2,car,north,0
A201787,62,68477,6.3,4044,48,3160,0.0378,0,1,debt_consolidation,north,0
A201788,21,55030,2.1,11520,60,15342,0.1813,0,2,medical,central,0
A201789,31,24300,0.7,11350,48,2189,0.1618,0,2,debt_consolidation,central,0
A201790,24,20859,19.5,6383,48,13362,0.3968,0,2,other,south,0
A201791,21,48637,3.4,8680,12,12439,0.3063,0,2,car,north,0
A201792,40,112185,8.0,9149,60,13340,0.0758,0,1,education,east,0
A201793,35,59173,6.5,29220,48,1187,0.1335,0,0,car,south,0
A201794,33,39941,0.9,14273,48,2090,0.1155,0,1,medical,south,0
A201795,26,62918,6.2,15893,60,1135,0.0595,0,0,debt_consolidation,central,0
A201796,35,36032,2.5,13538,48,2407,0.1273,0,0,debt_consolidation,east,0
A201797,27,46501,0.5,3894,36,6574,0.0986,0,0,debt_consolidation,north,0
A201798,55,59137,2.8,14195,60,3714,0.0794,0,2,debt_consolidation,south,0
A201799,30,47175,6.2,11889,36,4725,0.1341,0,1,other,south,0
A201800,43,64273,2.7,4906,24,4585,0.0738,0,2,car,east,0
A201801,37,53757,5.0,16801,60,10218,0.1575,0,0,debt_consolidation,east,0
A201802,33,57471,4.5,2746,12,59039,0.5614,0,1,debt_consolidation,south,1
A201803,42,116409,0.6,11947,12,3498,0.1177,0,0,car,east,0
A201804,32,52356,6.4,5661,24,5827,0.1097,0,1,debt_consolidation,east,0
A201805,21,43208,1.4,2965,12,5054,0.1271,0,0,education,east,0
A201806,42,46175,2.0,36966,60,31611,0.5024,0,0,education,south,1
A201807,41,72633,8.0,14622,12,8633,0.2607,0,0,other,north,0
A201808,22,56521,6.2,24553,24,13297,0.3348,2,2,debt_consolidation,north,1
A201809,44,59317,5.0,2007,24,36251,0.3225,0,0,car,north,0
A201810,47,27518,3.0,19289,24,6390,0.4666,0,2,education,central,0
A201811,61,86551,2.8,4563,60,22753,0.142,0,4,other,south,0
A201812,21,53941,4.6,3911,36,16784,0.1797,0,4,car,central,0
A201813,39,25778,6.6,16186,36,3931,0.2855,0,2,car,north,0
A201814,39,51575,1.1,5281,36,8292,0.1145,0,1,debt_consolidation,south,0
A201815,24,161128,2.8,7523,48,20371,0.0749,0,0,debt_consolidation,south,0
A201816,30,48827,1.6,7948,12,4332,0.2071,0,5,debt_consolidation,north,0
A201817,56,26085,4.7,10735,48,5411,0.2066,0,0,other,north,0
A201818,43,68570,3.4,3799,24,8492,0.0896,1,0,car,east,0
A201819,33,15136,7.7,13742,48,844,0.2549,1,1,other,north,0
A201820,45,233558,4.3,5039,36,14829,0.0389,0,1,car,east,0
A201821,49,66214,5.6,3014,36,28520,0.2305,1,4,home_improvement,south,0
A201822,41,43318,7.4,16633,48,4828,0.1517,0,0,medical,north,0
A201823,56,92783,6.3,7635,24,3971,0.0625,2,5,other,east,0
A201824,21,74462,6.6,3813,24,5303,0.0612,0,1,other,south,0
A201825,28,81968,3.2,4051,48,11264,0.0811,0,0,home_improvement,south,0
A201826,40,40194,3.9,22450,24,3111,0.318,0,0,debt_consolidation,east,0
A201827,54,44743,12.4,6569,12,19115,0.3604,0,0,medical,east,0
A201828,42,26408,3.3,15395,24,5826,0.4018,0,4,debt_consolidation,north,1
A201829,26,43228,3.1,9121,48,15957,0.2373,0,1,debt_consolidation,south,0
A201830,35,86236,0.9,8867,48,4531,0.052,0,0,other,east,0
A201831,36,30271,5.9,7507,24,1514,0.149,0,0,education,north,0
A201832,51,34929,8.8,9105,12,18378,0.5237,0,0,debt_consolidation,south,0
A201833,28,52499,6.1,8047,24,41782,0.4746,0,0,debt_consolidation,central,0
A201834,32,54009,7.2,5078,60,2762,0.0444,0,2,education,south,0
A201835,30,68996,3.6,13452,36,1350,0.0748,0,0,home_improvement,central,0
A201836,54,41636,2.6,8984,36,1401,0.0887,0,0,debt_consolidation,north,1
A201837,36,29835,0.5,14644,24,3721,0.3078,0,2,debt_consolidation,south,1
A201838,39,118111,2.9,14209,12,20734,0.2081,0,0,medical,east,0
A201839,28,53235,4.2,7662,24,6077,0.129,0,0,debt_consolidation,east,0
A201840,42,79777,0.8,4465,36,4661,0.0479,1,3,car,central,0
A201841,41,113336,3.2,13249,48,1008,0.0337,0,2,home_improvement,central,0
A201842,42,56535,2.2,4555,24,5625,0.09,0,2,car,east,0
A201843,43,24206,10.7,8641,12,4919,0.4586,0,1,home_improvement,south,0
A201844,39,71041,2.1,9976,24,5663,0.1101,0,2,home_improvement,east,0
A201845,47,30228,3.3,3300,24,6719,0.1657,1,1,debt_consolidation,north,0
A201846,44,65942,1.2,10279,12,4213,0.1878,0,0,education,east,1
A201847,65,88707,1.0,9242,48,50016,0.308,0,0,debt_consolidation,north,0
A201848,49,18346,4.9,12204,36,16747,0.6782,0,1,other,central,0
A201849,39,26898,21.4,6090,36,6952,0.2047,0,1,education,north,0
A201850,37,104979,10.7,10304,36,13849,0.0987,0,2,debt_consolidation,central,0
A201851,39,64485,2.6,15340,36,1751,0.0929,0,3,medical,east,1
A201852,35,31306,2.1,2348,12,1137,0.0932,0,4,debt_consolidation,central,0
A201853,39,32568,3.5,2873,60,21310,0.3448,0,1,home_improvement,central,0
A201854,28,34174,6.2,14872,36,13932,0.3489,0,2,education,south,0
A201855,56,43563,1.9,11100,60,1100,0.0636,0,1,debt_consolidation,central,0
A201856,45,65502,11.7,7595,60,41558,0.3404,0,3,education,east,0
A201857,33,36113,5.3,10858,36,527,0.1075,0,2,home_improvement,north,0
A201858,31,76940,1.6,7623,60,26014,0.1889,0,1,debt_consolidation,north,0
A201859,21,79171,2.3,8178,12,1872,0.1151,0,1,home_improvement,north,0
A201860,42,50318,1.6,10451,48,2366,0.0754,0,3,debt_consolidation,north,0
A201861,21,30734,1.8,21279,60,43042,0.8387,0,0,car,north,0
A201862,46,53299,7.9,1183,24,24459,0.2405,0,2,debt_consolidation,south,0
A201863,39,33953,7.3,4582,60,3018,0.0714,0,5,debt_consolidation,south,0
A201864,28,60407,1.6,7621,48,4840,0.0716,0,1,home_improvement,south,0
A201865,53,112073,3.9,2239,12,9200,0.061,1,2,debt_consolidation,north,0
A201866,24,76976,3.8,8032,48,8100,0.0787,0,1,home_improvement,central,0
A201867,24,79745,1.6,5014,24,10441,0.0969,0,0,debt_consolidation,central,0
A201868,42,52828,5.2,10022,48,3708,0.0825,0,1,other,north,0
A201869,46,46045,13.8,3234,12,4662,0.1209,0,1,car,north,0
A201870,23,70302,3.9,11498,12,1686,0.1755,0,0,debt_consolidation,central,0
A201871,43,49981,9.8,4358,12,14598,0.2332,0,2,home_improvement,east,0
A201872,21,68057,2.7,9096,24,1124,0.0751,1,1,debt_consolidation,south,1
A201873,34,63777,0.5,4592,36,3766,0.0535,0,0,car,central,0
A201874,37,37191,0.3,8151,12,1586,0.2405,0,3,debt_consolidation,central,0
A201875,41,64543,0.4,12953,48,1607,0.0626,0,1,medical,south,0
A201876,27,59069,0.7,8401,36,1748,0.0622,0,2,home_improvement,south,0
A201877,32,38734,5.8,9085,48,21416,0.3351,0,0,home_improvement,east,0
A201878,31,54740,0.9,12205,24,5157,0.1586,0,1,debt_consolidation,east,0
A201879,56,57506,6.3,7230,36,943,0.0501,1,0,medical,north,0
A201880,31,77208,2.2,19820,36,2226,0.1,0,0,home_improvement,north,0
A201881,54,50401,4.4,9359,48,10289,0.1485,0,0,education,north,0
A201882,31,37918,8.0,5878,48,14383,0.2284,0,3,debt_consolidation,south,0
A201883,63,82257,3.6,8621,24,3347,0.0727,0,0,other,central,0
A201884,39,14985,3.7,10663,60,15889,0.6725,0,0,car,east,0
A201885,49,62366,2.5,5181,36,5881,0.0748,0,3,education,east,0
A201886,33,76647,6.6,13874,36,11044,0.1324,0,2,car,east,0
A201887,40,43256,2.3,23878,36,8433,0.2815,0,1,car,south,0
A201888,37,39453,2.2,5739,60,5183,0.0948,0,1,debt_consolidation,south,0
A201889,39,51802,2.0,23053,48,1220,0.123,0,1,debt_consolidation,central,0
A201890,44,27465,5.5,7438,60,6702,0.1762,0,0,medical,east,0
A201891,38,30515,1.6,6287,60,2710,0.0856,0,1,car,north,0
A201892,34,32826,4.9,1804,24,1562,0.0513,0,1,home_improvement,south,0
A201893,25,53329,7.5,8849,48,3941,0.0784,0,2,other,east,0
A201894,26,69930,8.2,43940,60,10778,0.2027,0,0,home_improvement,south,0
A201895,33,42341,12.9,12729,60,1182,0.0741,0,0,car,central,0
A201896,41,46119,2.0,27736,48,2497,0.1774,0,2,other,east,0
A201897,21,34360,6.3,16731,24,6008,0.3309,1,1,debt_consolidation,south,0
A201898,30,37154,1.5,24283,12,30317,1.0616,0,0,debt_consolidation,north,0
A201899,26,46945,7.5,9728,12,20401,0.4245,0,0,education,east,0
A201900,31,87930,6.1,6265,12,16760,0.1666,0,0,debt_consolidation,east,0
A201901,50,66187,13.5,11365,24,2552,0.1051,0,0,car,central,0
A201902,33,94112,10.8,10971,24,2560,0.0719,0,0,debt_consolidation,central,0
A201903,21,85161,5.6,27107,48,13446,0.1585,3,5,education,central,0
A201904,34,53770,1.9,3404,60,1333,0.0251,1,3,debt_consolidation,south,0
A201905,48,46436,1.0,5301,60,315,0.0262,0,0,home_improvement,central,0
A201906,38,20911,6.2,7274,12,2111,0.3983,3,1,debt_consolidation,east,1
A201907,30,45591,4.9,9670,36,245,0.0734,0,4,other,south,0
A201908,51,28663,4.1,19269,48,3241,0.2246,0,0,debt_consolidation,north,0
A201909,32,39333,6.2,5263,12,794,0.1439,0,0,debt_consolidation,east,0
A201910,37,38392,5.6,7067,12,10223,0.3172,0,0,car,east,0
A201911,50,142445,3.1,6409,36,30060,0.1205,0,0,debt_consolidation,south,0
A201912,58,77360,5.5,9735,60,9049,0.0837,0,1,education,north,0
A201913,51,50192,6.3,16505,12,9785,0.4263,0,3,home_improvement,north,0
A201914,39,81533,4.4,13573,36,2176,0.0688,0,4,other,central,0
A201915,21,27337,9.0,19859,48,5911,0.2897,0,2,debt_consolidation,south,0
A201916,34,50889,7.3,5154,36,9809,0.1301,0,0,debt_consolidation,east,0
A201917,34,43635,3.8,20982,24,1554,0.2582,0,0,debt_consolidation,east,0
A201918,36,46646,6.3,23216,24,7817,0.3326,0,0,car,south,0
A201919,29,66569,6.0,17060,36,13636,0.1878,0,4,debt_consolidation,north,0
A201920,50,90201,27.3,11048,36,10807,0.1007,2,2,education,north,0
A201921,32,37229,10.4,17040,24,6783,0.32,0,4,debt_consolidation,east,0
A201922,21,49249,0.7,21993,36,21239,0.3645,0,0,education,south,1
A201923,36,28209,14.0,9672,48,34597,0.6989,0,0,other,north,1
A201924,71,17908,2.9,9859,24,7854,0.4946,0,0,car,east,0
A201925,51,22192,7.0,11179,12,1662,0.5412,0,1,home_improvement,north,0
A201926,34,81091,2.0,11751,48,16908,0.1405,0,2,education,east,0
A201927,39,90399,7.0,7321,36,16912,0.1205,0,3,car,south,0
A201928,39,157212,4.9,2334,12,2260,0.022,0,0,education,south,0
A201929,40,88109,10.6,8706,36,7869,0.0776,0,0,debt_consolidation,south,0
A201930,51,156488,4.8,17184,12,1909,0.1159,0,1,education,central,0
A201931,46,64168,2.5,14257,48,17192,0.1895,0,2,home_improvement,south,0
A201932,36,42971,5.6,16051,60,4016,0.1214,0,0,car,central,0
A201933,26,102691,1.1,3541,24,1560,0.0248,0,1,medical,east,0
A201934,39,71894,1.1,13300,48,10610,0.12,0,0,education,central,0
A201935,47,25680,2.6,1844,36,51976,1.0359,0,4,home_improvement,north,0
A201936,27,74418,4.6,17512,12,23912,0.396,0,2,home_improvement,north,0
A201937,25,43193,7.5,6498,12,578,0.1571,0,1,other,central,0
A201938,36,18048,4.5,11742,48,18751,0.6821,0,0,education,east,0
A201939,22,43167,12.8,3972,24,2536,0.0754,0,1,home_improvement,central,0
A201940,43,38648,4.1,16948,12,4445,0.496,0,2,other,north,1
A201941,31,36048,4.4,5750,60,11160,0.1867,0,2,other,south,0
A201942,31,14644,6.2,15992,24,5838,0.7454,0,1,medical,north,1
A201943,30,65353,2.3,60000,60,5571,0.2262,0,0,debt_consolidation,east,0
A201944,44,56856,6.0,15026,48,6573,0.1239,0,2,home_improvement,north,0
A201945,36,45699,1.8,17955,48,2586,0.1265,1,1,debt_consolidation,central,0
A201946,28,93118,5.4,5146,48,3145,0.0307,0,2,education,central,0
A201947,45,49798,7.5,26666,48,12508,0.2595,1,2,other,south,0
A201948,38,26857,2.0,10635,48,1588,0.1286,0,1,education,east,0
A201949,38,24557,10.2,9462,36,836,0.1455,0,1,home_improvement,east,0
A201950,59,48843,7.2,14083,48,8810,0.1623,0,0,debt_consolidation,east,0
A201951,51,114696,1.4,6491,48,2429,0.0247,0,0,car,east,0
A201952,64,20390,2.3,9386,36,8564,0.3634,1,4,other,central,0
A201953,32,127052,4.0,13851,36,1012,0.0403,0,1,car,north,0
A201954,35,61940,3.9,15108,48,28387,0.2901,0,0,medical,central,0
A201955,24,16584,1.9,24301,24,2618,0.8116,0,2,debt_consolidation,east,1
A201956,58,55069,0.9,18827,48,3832,0.1203,0,2,medical,north,1
A201957,46,46791,2.3,4021,12,1458,0.1015,0,0,debt_consolidation,north,0
A201958,51,61413,5.9,6130,36,5862,0.081,0,1,other,south,0
A201959,38,36598,0.5,14545,36,13792,0.3209,0,1,debt_consolidation,south,0
A201960,58,29773,2.5,9303,36,4147,0.1738,0,0,car,south,0
A201961,46,40591,3.5,9152,60,3885,0.0929,0,2,debt_consolidation,north,0
A201962,48,45680,6.2,23477,24,2477,0.2841,0,4,debt_consolidation,east,0
A201963,23,33385,1.8,15728,48,3309,0.1673,0,3,car,north,0
A201964,49,70829,1.3,5014,12,7036,0.1205,0,0,home_improvement,east,0
A201965,32,72994,4.6,22117,12,4070,0.3309,0,1,debt_consolidation,south,0
A201966,45,30794,10.1,6246,48,23893,0.4387,2,2,debt_consolidation,south,1
A201967,36,23552,8.9,6372,48,62327,1.2,0,1,debt_consolidation,east,0
A201968,43,61745,4.0,10858,36,45065,0.4235,0,1,home_improvement,north,0
A201969,30,32895,5.2,4325,48,2782,0.0752,0,1,debt_consolidation,north,0
A201970,57,25132,1.4,4266,36,14670,0.3484,0,2,debt_consolidation,east,0
A201971,49,43968,12.9,4197,36,10187,0.1477,0,1,education,north,0
A201972,44,49545,9.2,16696,36,40633,0.5224,0,2,education,east,0
A201973,54,89064,11.0,7512,60,2418,0.0304,0,2,car,central,0
A201974,47,36431,9.6,12076,48,11360,0.2388,1,1,home_improvement,north,0
A201975,36,120226,1.7,11057,48,24049,0.123,0,0,debt_consolidation,north,1
A201976,50,49727,5.7,19157,60,11873,0.1964,0,2,car,south,0
A201977,39,39562,4.9,5425,12,1326,0.1539,0,0,medical,south,1
A201978,50,49106,0.6,19162,60,4006,0.1188,0,0,home_improvement,north,0
A201979,49,29221,3.0,22416,24,26824,0.8425,0,2,car,central,1
A201980,27,64352,5.1,5495,24,3326,0.0685,0,0,debt_consolidation,north,0
A201981,48,51478,5.6,15489,48,6819,0.1415,1,1,other,east,0
A201982,47,30221,11.1,4101,12,36021,0.7317,0,4,car,south,0
A201983,52,55749,5.7,6343,12,1918,0.131,0,1,debt_consolidation,south,0
A201984,41,82379,4.3,1887,12,4275,0.0489,0,3,debt_consolidation,east,0
A201985,39,51013,3.3,4673,60,6063,0.0777,0,1,debt_consolidation,east,0
A201986,38,67828,10.4,8813,12,1177,0.1386,0,4,education,east,0
A201987,34,50903,3.2,7636,48,552,0.0429,0,0,home_improvement,east,0
A201988,36,36928,4.8,7950,24,6232,0.192,1,2,car,south,0
A201989,29,43304,1.2,12329,24,11741,0.2779,0,3,debt_consolidation,north,0
A201990,47,35937,3.9,14527,12,2693,0.4417,0,4,debt_consolidation,central,0
A201991,21,46732,1.9,18818,24,627,0.208,0,2,medical,north,0
A201992,38,94209,5.1,6769,12,7867,0.1136,0,2,home_improvement,east,0
A201993,40,81543,1.3,7606,48,8445,0.0751,0,1,car,central,0
A201994,33,33218,0.5,8948,36,8122,0.212,0,0,home_improvement,south,0
A201995,38,66180,9.4,19805,24,17766,0.2839,0,2,other,east,0
A201996,36,44457,3.8,16668,12,4871,0.4297,0,2,home_improvement,central,0
A201997,31,31897,2.6,5879,12,3699,0.2423,0,2,education,north,0
A201998,45,34370,5.4,11186,36,4814,0.1785,0,0,debt_consolidation,south,0
A201999,26,96601,2.6,14743,12,2013,0.163,0,2,car,east,0
A202000,42,53793,7.9,9379,60,22046,0.2398,0,0,home_improvement,north,0
A202001,21,56936,2.7,11464,48,1459,0.0631,0,2,car,central,0
A202002,23,17664,0.9,10524,48,4236,0.2689,0,0,car,north,0
A202003,42,23288,1.3,6173,12,1858,0.305,0,0,medical,central,0
A202004,41,20094,2.9,6956,24,8701,0.3896,0,2,medical,east,0
A202005,42,42090,6.1,2857,12,6600,0.1463,0,0,car,central,0
A202006,31,87969,6.4,6241,36,13527,0.1005,1,1,education,east,0
A202007,48,29355,3.4,4632,12,10285,0.333,1,0,home_improvement,central,0
A202008,51,74922,0.6,13864,12,685,0.1896,0,0,car,north,0
A202009,51,66483,3.3,6896,36,23247,0.2094,0,1,car,north,0
A202010,47,160771,5.4,10294,60,14005,0.0564,0,0,education,north,0
A202011,34,66609,5.2,9232,60,4278,0.0598,0,1,other,north,0
A202012,36,44533,1.5,16049,60,9814,0.1823,0,2,debt_consolidation,north,0
A202013,52,50455,8.5,24474,36,31091,0.4698,0,1,debt_consolidation,north,1
A202014,27,32197,6.6,30832,12,1827,0.986,0,1,other,south,1
A202015,50,51525,4.3,6317,36,3518,0.075,0,1,car,east,0
A202016,42,111828,7.5,43108,24,914,0.1968,0,0,home_improvement,east,0
A202017,36,74217,4.1,16008,36,16454,0.1827,1,0,medical,north,0
A202018,43,72371,5.8,7010,60,981,0.0261,0,2,home_improvement,north,0
A202019,35,43439,1.6,22224,24,1596,0.2742,0,2,other,north,0
A202020,34,52928,4.3,6841,36,17831,0.2115,1,1,home_improvement,central,0
A202021,21,71731,3.3,4566,48,3922,0.0433,3,0,education,central,0
A202022,22,164429,2.0,3648,60,12627,0.0428,0,1,debt_consolidation,south,0
A202023,25,63971,1.3,9600,36,21583,0.2187,0,1,debt_consolidation,central,0
A202024,40,61317,0.3,10188,48,4174,0.0756,0,0,car,east,0
A202025,26,41861,5.8,2442,24,9476,0.1424,0,0,debt_consolidation,east,0
A202026,41,27030,1.4,8621,60,13382,0.3113,1,0,home_improvement,east,0
A202027,28,54006,3.8,18263,24,2848,0.1955,0,0,car,north,0
A202028,27,22603,4.4,42719,36,8546,0.819,0,1,home_improvement,south,1
A202029,42,34278,10.0,13858,24,8297,0.3232,0,2,home_improvement,north,0
A202030,27,45258,5.0,2643,48,15960,0.1909,0,0,education,north,0
A202031,35,49776,1.4,6445,36,7219,0.1157,0,0,car,north,0
A202032,40,47211,3.7,12584,36,5060,0.1424,3,5,debt_consolidation,north,0
A202033,43,36988,1.2,9495,48,749,0.0743,0,0,other,central,0
A202034,26,85794,4.1,14119,12,2003,0.1762,0,0,home_improvement,south,0
A202035,42,66829,2.8,8047,48,3091,0.0532,0,1,debt_consolidation,south,0
A202036,43,24803,3.3,15419,60,2183,0.1683,0,0,debt_consolidation,south,0
A202037,22,40372,5.1,6554,36,497,0.0603,0,1,education,east,0
A202038,69,65652,2.8,4153,48,2508,0.0349,1,1,other,south,0
A202039,39,38392,4.9,5810,24,12953,0.2444,0,1,other,north,1
A202040,30,46173,2.7,6266,48,13959,0.1851,1,0,car,south,0
A202041,56,78473,5.4,5254,24,4380,0.0614,0,0,debt_consolidation,south,0
A202042,41,42164,5.6,11408,24,3485,0.1766,0,0,car,south,0
A202043,42,82987,3.4,14323,12,2405,0.1871,0,0,home_improvement,east,0
A202044,47,54174,6.8,5150,12,1090,0.1051,0,2,debt_consolidation,central,1
A202045,43,17256,7.4,7825,48,7149,0.3205,0,0,home_improvement,south,0
A202046,41,21770,3.9,23609,12,3490,1.1646,0,2,education,south,1
A202047,33,114041,9.2,15190,24,635,0.0694,0,0,other,central,0
A202048,35,18099,6.9,11237,12,14753,1.0284,0,0,medical,south,1
A202049,45,90581,6.4,15189,60,41048,0.2601,1,3,debt_consolidation,south,0
A202050,35,69777,2.3,5565,60,11799,0.1005,0,1,other,south,0
A202051,26,42431,6.7,18661,24,4393,0.2717,0,4,other,north,0
A202052,21,55397,2.2,7287,24,1125,0.0759,1,0,debt_consolidation,east,0
A202053,45,41999,9.4,5045,60,4812,0.0813,0,2,debt_consolidation,north,0
A202054,21,82384,4.3,12158,24,5807,0.109,0,0,education,north,0
A202055,49,45538,10.7,14187,48,17891,0.2743,0,1,home_improvement,east,0
A202056,21,82913,3.4,8454,60,1916,0.0319,0,0,debt_consolidation,east,0
A202057,36,60808,4.3,16235,60,2609,0.0749,0,0,debt_consolidation,central,0
A202058,29,60604,2.5,3858,24,24584,0.2347,1,3,home_improvement,south,1
A202059,32,45811,2.4,10984,24,10348,0.2328,0,2,debt_consolidation,central,0
A202060,39,94209,8.5,8256,24,3883,0.0644,0,2,medical,east,0
A202061,45,133383,1.9,9595,60,21086,0.0934,0,1,medical,south,0
A202062,39,68823,0.3,5525,48,3211,0.0434,0,2,car,south,0
A202063,47,46123,0.7,14703,36,1340,0.1208,0,1,car,east,0
A202064,64,43200,2.5,6757,12,3762,0.2,0,1,car,north,0
A202065,49,125551,11.4,14256,60,8095,0.0549,0,1,debt_consolidation,north,0
A202066,30,15400,1.3,8219,48,26361,0.9893,0,1,medical,east,1
A202067,40,56606,4.4,9395,60,12960,0.1477,0,3,debt_consolidation,south,0
A202068,21,20051,5.3,16796,60,67307,1.2,0,3,other,central,1
A202069,35,106328,4.4,6155,24,4301,0.0492,0,2,debt_consolidation,south,0
A202070,21,52810,5.2,14454,12,7217,0.342,0,0,debt_consolidation,south,0
A202071,49,99511,7.8,8794,24,76434,0.4282,0,0,home_improvement,east,1
A202072,32,64375,2.9,11104,36,17634,0.1945,1,4,debt_consolidation,central,1
A202073,45,44858,2.2,1637,48,5825,0.0741,0,0,medical,east,0
A202074,47,25747,2.6,6078,12,15142,0.5301,3,0,home_improvement,north,1
A202075,65,68986,3.6,17942,24,1128,0.1382,0,1,debt_consolidation,south,0
A202076,35,64211,4.3,7929,48,11695,0.1219,0,1,debt_consolidation,east,0
A202077,34,69851,4.4,14804,60,14583,0.1468,0,0,education,south,0
A202078,21,34121,8.5,10574,24,1528,0.1773,0,3,medical,south,0
A202079,27,41083,6.7,9079,24,7157,0.1976,1,1,other,north,0
A202080,29,46831,18.9,4219,48,2809,0.0525,0,1,car,south,0
A202081,35,48908,1.4,14913,24,28097,0.4397,0,2,other,central,0
A202082,63,59160,8.8,10457,36,30870,0.3198,0,1,debt_consolidation,central,0
A202083,44,35313,3.1,11933,48,1041,0.0992,0,4,other,south,0
A202084,34,87365,1.3,20104,12,3266,0.2488,0,4,debt_consolidation,south,0
A202085,26,47602,3.8,22857,60,373,0.1,0,0,car,north,1
A202086,32,66895,0.2,15612,24,10973,0.1987,0,5,medical,east,1
A202087,52,79471,7.6,10161,60,2048,0.0385,0,1,debt_consolidation,east,0
A202088,31,22331,2.6,8122,12,6084,0.4999,0,1,education,south,1
A202089,47,97674,9.4,11794,36,10360,0.0933,0,4,car,central,0
A202090,29,47224,11.3,23756,12,9249,0.601,0,3,debt_consolidation,north,0
A202091,36,24252,7.1,18980,48,12009,0.4432,0,2,debt_consolidation,east,0
A202092,34,29966,2.4,2631,60,47283,0.8065,0,0,home_improvement,east,0
A202093,41,40880,6.0,24394,36,5762,0.2694,1,0,home_improvement,south,1
A202094,21,51037,3.0,8088,48,4721,0.0859,0,2,other,south,0
A202095,36,25897,1.2,17061,24,37421,1.0519,0,0,debt_consolidation,central,1
A202096,40,25843,4.8,32334,48,8549,0.4782,1,0,education,south,0
A202097,49,82648,5.1,3623,24,38075,0.2523,0,0,education,east,0
A202098,46,36191,5.8,4445,12,4213,0.181,0,2,debt_consolidation,east,0
A202099,23,90516,1.5,13836,36,3976,0.0729,0,0,education,central,0
A202100,32,54765,10.5,11795,36,455,0.0759,0,1,medical,south,0
A202101,40,65901,5.5,6491,12,4285,0.131,0,1,other,central,0
A202102,22,32803,0.8,21740,12,4434,0.7303,0,0,car,south,1
A202103,55,31969,4.7,3407,60,2337,0.0579,0,1,debt_consolidation,north,0
A202104,36,79680,4.3,4996,60,12070,0.0883,0,1,debt_consolidation,north,0
A202105,41,55734,13.6,13997,36,1038,0.093,0,0,education,north,0
A202106,48,138420,9.4,5154,12,4678,0.0541,0,0,home_improvement,east,0
A202107,66,43203,8.8,3624,48,6713,0.0987,0,0,other,central,0
A202108,38,43372,5.1,3427,60,5289,0.0768,0,0,education,south,0
A202109,72,35345,7.2,8206,24,2486,0.1513,0,0,debt_consolidation,central,0
A202110,30,59010,4.1,10440,36,5731,0.1075,0,0,debt_consolidation,south,0
A202111,21,49374,2.7,8948,48,3620,0.082,0,0,car,south,0
A202112,30,17297,1.9,16487,60,3925,0.3041,0,0,education,east,0
A202113,26,50483,12.0,3312,36,10469,0.1256,0,2,home_improvement,east,0
A202114,48,45183,3.8,5870,48,20174,0.2557,2,1,debt_consolidation,south,1
A202115,44,94696,5.1,2490,60,6325,0.0387,0,2,debt_consolidation,south,0
A202116,56,22157,5.4,30222,36,2969,0.5217,0,0,debt_consolidation,central,0
A202117,33,38934,5.8,16255,60,15581,0.2836,0,0,debt_consolidation,east,0
A202118,28,37623,8.8,3559,36,1716,0.0543,0,0,education,south,1
A202119,30,63801,4.2,17877,48,72400,0.6374,1,0,other,central,0
A202120,36,102626,9.9,5220,36,16315,0.0964,1,0,car,south,0
