date,TECHX,BANKCO,GOLDF,CRYPTOZ
2024-12-10,154.37,59.58,197.04,324.28
2024-12-11,153.94,59.34,196.21,334.13
2024-12-12,156.89,59.48,196.61,334.89
2024-12-13,156.98,59.3,198.79,352.93
2024-12-16,158.28,59.32,198.42,366.22
2024-12-17,158.6,59.88,198.17,367.8
2024-12-18,161.25,60.07,200.11,345.1
2024-12-19,162.15,60.46,199.89,347.27
2024-12-20,164.24,60.73,201.81,356.41
2024-12-23,167.41,61.18,201.35,390.83
2024-12-24,167.0,61.06,202.11,395.54
2024-12-25,164.2,60.74,200.98,378.55
2024-12-26,164.87,61.84,198.07,390.28
2024-12-27,161.41,61.69,197.72,379.02
2024-12-30,163.28,62.0,198.39,394.7
2024-12-31,160.41,61.53,199.24,395.13
2025-01-01,166.31,62.07,200.93,411.39
2025-01-02,166.96,62.27,202.45,441.24
2025-01-03,168.42,63.14,198.32,440.81
2025-01-06,166.8,62.65,197.81,412.16
2025-01-07,175.45,63.4,196.66,453.9
2025-01-08,175.73,64.66,198.59,452.88
2025-01-09,172.48,64.77,196.87,421.19
2025-01-10,173.42,64.46,198.54,414.86
2025-01-13,173.07,65.64,201.11,410.69
2025-01-14,168.19,65.9,200.58,402.58
2025-01-15,164.27,66.17,197.74,404.44
2025-01-16,165.13,65.07,198.47,424.21
2025-01-17,162.88,64.4,199.2,410.8
2025-01-20,165.69,64.77,200.35,428.47
2025-01-21,169.11,65.03,201.36,425.8
2025-01-22,168.57,65.9,202.03,452.96
2025-01-23,167.9,65.83,200.09,444.29
2025-01-24,159.93,66.26,195.59,428.62
2025-01-27,157.49,65.63,195.54,408.39
2025-01-28,150.35,63.56,195.94,357.3
2025-01-29,149.13,63.28,194.39,364.35
2025-01-30,149.85,64.41,195.1,373.38
2025-01-31,148.26,65.1,194.2,388.32
2025-02-03,144.6,64.02,191.21,380.02
2025-02-04,147.99,64.78,192.99,389.61
2025-02-05,153.87,64.01,192.25,384.39
2025-02-06,156.93,63.78,191.44,407.84
2025-02-07,152.76,64.08,191.19,387.91
2025-02-10,152.94,62.83,191.29,372.81
2025-02-11,154.31,63.07,189.67,400.02
2025-02-12,156.23,63.66,191.18,413.81
2025-02-13,154.19,64.14,193.54,400.15
2025-02-14,157.46,63.64,195.01,403.3
2025-02-17,155.6,63.49,192.87,366.74
2025-02-18,156.38,62.51,189.44,350.33
2025-02-19,157.59,62.96,192.08,333.03
2025-02-20,159.42,63.69,194.66,339.66
2025-02-21,157.78,64.39,195.89,336.07
2025-02-24,163.08,65.86,199.4,360.32
2025-02-25,164.25,65.52,198.59,376.95
2025-02-26,162.55,63.66,197.14,354.17
2025-02-27,164.95,65.06,197.59,364.24
2025-02-28,167.62,65.45,198.35,369.38
2025-03-03,167.15,65.03,200.55,396.63
2025-03-04,164.03,65.55,200.29,380.2
2025-03-05,169.03,65.2,201.88,394.13
2025-03-06,169.18,64.26,201.71,397.48
2025-03-07,169.04,63.67,200.63,364.6
2025-03-10,169.68,64.49,196.14,361.75
2025-03-11,170.81,64.33,192.55,357.81
2025-03-12,171.33,65.46,193.99,389.87
2025-03-13,172.79,64.79,192.19,384.47
2025-03-14,170.46,64.2,192.44,391.33
2025-03-17,174.7,64.33,191.83,378.66
2025-03-18,178.2,64.79,191.95,381.5
2025-03-19,180.58,65.32,191.13,403.98
2025-03-20,179.09,64.65,188.53,363.46
2025-03-21,183.26,65.76,187.66,365.07
2025-03-24,181.82,64.43,188.46,362.25
2025-03-25,181.06,64.21,188.21,361.66
2025-03-26,187.04,64.57,186.99,361.87
2025-03-27,185.46,65.57,185.83,354.49
2025-03-28,190.36,67.03,187.9,360.22
2025-03-31,190.14,67.13,186.13,362.66
2025-04-01,184.09,65.64,184.9,334.89
2025-04-02,182.29,65.23,182.92,339.38
2025-04-03,186.0,65.68,181.45,357.54
2025-04-04,183.49,64.85,183.25,346.32
2025-04-07,185.5,65.12,182.76,379.03
2025-04-08,186.48,65.26,182.83,401.17
2025-04-09,190.09,67.71,182.77,420.37
2025-04-10,191.49,66.99,180.78,379.6
2025-04-11,196.83,67.64,178.97,396.39
2025-04-14,196.99,67.17,175.57,389.35
2025-04-15,194.89,67.31,176.95,354.2
2025-04-16,187.47,66.25,177.62,348.1
2025-04-17,185.3,66.54,177.8,359.83
2025-04-18,182.21,65.26,175.8,388.8
2025-04-21,182.07,64.2,173.95,391.55
2025-04-22,178.64,61.87,173.21,368.03
2025-04-23,179.14,61.93,171.62,372.65
2025-04-24,177.18,61.62,174.92,362.13
2025-04-25,176.12,60.83,172.38,353.73
2025-04-28,168.4,60.61,170.85,323.38
2025-04-29,175.58,61.8,174.23,344.47
2025-04-30,174.96,61.33,171.46,343.11
2025-05-01,173.65,60.5,171.3,344.76
2025-05-02,177.45,61.28,171.92,364.1
2025-05-05,176.31,60.94,172.42,382.21
2025-05-06,180.99,61.61,170.08,386.64
2025-05-07,178.39,62.03,169.59,378.56
2025-05-08,174.33,60.58,167.53,389.12
2025-05-09,170.41,60.17,166.96,401.96
2025-05-12,166.1,59.61,164.04,388.95
2025-05-13,165.15,58.47,164.07,390.82
2025-05-14,159.94,58.62,164.47,378.53
2025-05-15,157.27,59.15,166.0,365.4
2025-05-16,155.28,58.84,166.15,352.47
2025-05-19,156.19,59.53,164.17,358.32
2025-05-20,153.22,59.66,164.72,373.36
2025-05-21,149.52,59.14,166.77,379.7
2025-05-22,147.11,59.82,164.65,400.17
2025-05-23,149.19,60.05,166.3,431.51
2025-05-26,150.4,60.14,164.92,442.52
2025-05-27,148.78,60.03,165.56,421.86
2025-05-28,150.62,60.3,165.55,452.12
2025-05-29,143.03,60.19,164.98,442.37
2025-05-30,140.61,60.62,164.73,449.17
2025-06-02,140.82,61.02,164.36,472.35
2025-06-03,134.98,59.89,163.97,421.68
2025-06-04,136.74,60.21,163.71,411.4
2025-06-05,135.58,59.3,164.08,398.38
2025-06-06,138.21,58.57,163.25,385.33
2025-06-09,137.41,59.24,164.13,363.93
2025-06-10,133.97,58.29,163.14,376.92
2025-06-11,133.11,59.0,163.21,391.52
2025-06-12,130.43,57.93,162.42,362.41
2025-06-13,127.13,57.5,161.87,341.86
2025-06-16,124.69,58.32,159.2,333.89
2025-06-17,126.35,59.23,159.65,345.39
2025-06-18,127.57,60.1,161.27,331.3
2025-06-19,126.1,60.74,163.54,322.7
2025-06-20,126.96,60.06,163.29,335.55
2025-06-23,127.9,58.83,162.8,338.7
2025-06-24,128.05,58.51,161.2,305.47
2025-06-25,127.98,58.52,163.99,293.08
2025-06-26,126.17,57.61,164.19,286.21
2025-06-27,125.08,57.32,166.0,286.44
2025-06-30,126.0,56.7,166.98,298.72
2025-07-01,123.89,56.93,167.53,279.13
2025-07-02,122.1,57.27,167.99,268.92
2025-07-03,121.03,56.04,168.18,257.71
2025-07-04,124.53,57.88,167.49,269.71
2025-07-07,124.06,58.16,169.42,257.15
2025-07-08,125.32,57.69,170.08,244.63
2025-07-09,120.96,56.58,169.96,230.35
2025-07-10,120.65,56.78,169.95,226.38
2025-07-11,118.5,57.09,170.35,226.33
2025-07-14,117.78,57.08,172.78,219.18
2025-07-15,114.62,56.82,171.46,213.05
2025-07-16,119.61,58.02,173.59,220.47
2025-07-17,118.71,58.07,173.53,222.63
2025-07-18,115.67,57.31,172.59,220.9
2025-07-21,118.18,58.25,173.66,222.84
2025-07-22,118.68,57.6,172.96,223.38
2025-07-23,118.29,58.07,172.94,223.02
2025-07-24,117.14,57.6,171.71,225.64
2025-07-25,119.42,58.86,173.78,233.11
2025-07-28,116.92,58.68,173.94,221.95
2025-07-29,116.0,58.07,174.11,230.54
2025-07-30,114.16,56.94,173.0,225.58
2025-07-31,119.28,57.51,172.56,232.09
2025-08-01,119.66,57.69,173.44,229.07
2025-08-04,119.06,58.06,172.61,227.96
2025-08-05,115.92,57.23,173.08,234.84
2025-08-06,116.5,57.58,174.16,238.99
2025-08-07,119.13,58.14,172.92,258.39
2025-08-08,122.41,58.38,172.24,274.61
2025-08-11,121.98,58.46,172.64,267.27
2025-08-12,121.29,57.86,170.73,257.88
2025-08-13,125.07,57.57,171.87,243.17
2025-08-14,125.82,56.49,171.83,241.65
2025-08-15,124.5,55.19,172.15,224.24
2025-08-18,123.99,56.1,175.89,238.45
2025-08-19,124.53,55.69,178.81,239.67
2025-08-20,127.03,56.35,180.08,240.24
2025-08-21,126.58,56.33,177.6,238.36
2025-08-22,124.29,56.57,180.07,242.27
2025-08-25,125.8,55.49,182.77,246.12
2025-08-26,123.52,55.79,183.53,252.15
2025-08-27,117.52,54.27,183.03,242.77
2025-08-28,121.73,55.18,185.24,265.33
2025-08-29,119.31,55.63,188.54,291.17
