at,endpoint,status,latency_ms
2026-07-02T14:00:55.490,POST /payments,201,12.29
2026-07-02T14:00:55.500,POST /payments,201,17.98
2026-07-02T14:00:55.509,POST /payments,201,37.98
2026-07-02T14:00:55.520,GET /payments/{id},200,17.40
2026-07-02T14:00:55.530,GET /health,200,3.04
2026-07-02T14:00:55.539,POST /payments,201,49.58
2026-07-02T14:00:55.549,GET /payments/{id},200,20.08
2026-07-02T14:00:55.560,GET /payments/{id},200,27.30
2026-07-02T14:00:55.570,GET /health,200,5.63
2026-07-02T14:00:55.579,GET /payments/{id},200,29.74
2026-07-02T14:00:55.590,POST /payments,201,28.64
2026-07-02T14:00:55.600,POST /payments,201,84.85
2026-07-02T14:00:55.609,POST /payments,201,25.45
2026-07-02T14:00:55.619,POST /payments,201,50.10
2026-07-02T14:00:55.630,GET /payments/{id},200,7.48
2026-07-02T14:00:55.640,POST /payments,201,11.80
2026-07-02T14:00:55.649,POST /payments,201,67.96
2026-07-02T14:00:55.659,GET /payments/{id},200,16.13
2026-07-02T14:00:55.670,GET /payments/{id},200,9.55
2026-07-02T14:00:55.679,POST /payments,201,46.29
2026-07-02T14:00:55.689,POST /payments,201,43.58
2026-07-02T14:00:55.700,POST /payments,201,12.20
2026-07-02T14:00:55.710,POST /payments,201,35.90
2026-07-02T14:00:55.719,GET /payments/{id},200,23.92
2026-07-02T14:00:55.729,POST /payments,201,21.53
2026-07-02T14:00:55.740,POST /payments,201,72.94
2026-07-02T14:00:55.750,POST /payments,201,38.07
2026-07-02T14:00:55.759,POST /payments,201,53.16
2026-07-02T14:00:55.770,GET /payments/{id},200,25.95
2026-07-02T14:00:55.780,POST /payments,201,43.89
2026-07-02T14:00:55.789,POST /payments,201,70.79
2026-07-02T14:00:55.799,POST /payments,201,72.25
2026-07-02T14:00:55.810,POST /payments,201,30.11
2026-07-02T14:00:55.820,GET /payments/{id},200,12.58
2026-07-02T14:00:55.829,POST /payments,201,29.44
2026-07-02T14:00:55.840,POST /payments,201,26.70
2026-07-02T14:00:55.850,POST /payments,201,33.51
2026-07-02T14:00:55.859,POST /payments,201,86.04
2026-07-02T14:00:55.869,GET /payments/{id},200,14.65
2026-07-02T14:00:55.880,POST /payments,201,28.24
2026-07-02T14:00:55.890,GET /payments/{id},200,61.82
2026-07-02T14:00:55.899,POST /payments,201,54.35
2026-07-02T14:00:55.909,POST /payments,201,24.24
2026-07-02T14:00:55.920,POST /payments,201,11.55
2026-07-02T14:00:55.929,POST /payments,201,12.65
2026-07-02T14:00:55.939,POST /payments,201,25.45
2026-07-02T14:00:55.950,POST /payments,201,49.28
2026-07-02T14:00:55.960,POST /payments,201,23.74
2026-07-02T14:00:55.969,POST /payments,201,30.84
2026-07-02T14:00:55.979,GET /payments/{id},200,7.27
2026-07-02T14:00:55.990,GET /payments/{id},200,45.11
2026-07-02T14:00:56.000,POST /payments,201,24.00
2026-07-02T14:00:56.009,GET /payments/{id},200,24.44
2026-07-02T14:00:56.020,POST /payments,201,31.97
2026-07-02T14:00:56.030,GET /payments/{id},200,25.33
2026-07-02T14:00:56.039,GET /payments/{id},200,11.04
2026-07-02T14:00:56.049,POST /payments,201,49.31
2026-07-02T14:00:56.060,POST /payments,201,43.78
2026-07-02T14:00:56.070,GET /payments/{id},200,51.27
2026-07-02T14:00:56.079,GET /payments/{id},200,10.09
2026-07-02T14:00:56.090,POST /payments,201,39.58
2026-07-02T14:00:56.100,POST /payments,201,24.98
2026-07-02T14:00:56.109,POST /payments,201,108.48
2026-07-02T14:00:56.119,POST /payments,201,45.42
2026-07-02T14:00:56.130,GET /health,200,1.39
2026-07-02T14:00:56.140,POST /payments,201,24.83
2026-07-02T14:00:56.149,GET /payments/{id},200,20.45
2026-07-02T14:00:56.159,POST /payments,201,45.67
2026-07-02T14:00:56.170,GET /payments/{id},200,13.62
2026-07-02T14:00:56.179,POST /payments,201,49.97
2026-07-02T14:00:56.189,POST /payments,201,25.03
2026-07-02T14:00:56.200,GET /payments/{id},200,31.79
2026-07-02T14:00:56.210,GET /payments/{id},200,21.90
2026-07-02T14:00:56.219,POST /payments,201,80.75
2026-07-02T14:00:56.229,GET /payments/{id},200,17.67
2026-07-02T14:00:56.240,GET /payments/{id},200,13.69
2026-07-02T14:00:56.250,POST /payments,201,20.06
2026-07-02T14:00:56.259,POST /payments,201,40.97
2026-07-02T14:00:56.270,POST /payments,201,44.90
2026-07-02T14:00:56.280,GET /payments/{id},200,19.66
2026-07-02T14:00:56.289,POST /payments,201,49.23
2026-07-02T14:00:56.299,POST /payments,201,87.15
2026-07-02T14:00:56.310,POST /payments,201,51.98
2026-07-02T14:00:56.320,POST /payments,201,35.82
2026-07-02T14:00:56.329,GET /payments/{id},200,11.02
2026-07-02T14:00:56.340,GET /payments/{id},200,15.87
2026-07-02T14:00:56.350,GET /payments/{id},200,20.49
2026-07-02T14:00:56.359,GET /health,200,1.24
2026-07-02T14:00:56.369,GET /payments/{id},200,30.50
2026-07-02T14:00:56.380,POST /payments,201,18.87
2026-07-02T14:00:56.390,GET /payments/{id},200,37.35
2026-07-02T14:00:56.399,GET /health,200,0.69
2026-07-02T14:00:56.409,GET /payments/{id},200,14.65
2026-07-02T14:00:56.420,GET /payments/{id},200,32.61
2026-07-02T14:00:56.429,GET /payments/{id},200,25.81
2026-07-02T14:00:56.439,POST /payments,201,14.25
2026-07-02T14:00:56.450,GET /payments/{id},200,42.33
2026-07-02T14:00:56.460,POST /payments,201,27.11
2026-07-02T14:00:56.469,GET /payments/{id},200,55.45
2026-07-02T14:00:56.479,GET /health,200,15.66
2026-07-02T14:00:56.490,GET /health,200,2.09
2026-07-02T14:00:56.500,GET /payments/{id},200,14.77
2026-07-02T14:00:56.509,GET /payments/{id},200,10.71
2026-07-02T14:00:56.520,POST /payments,201,34.77
2026-07-02T14:00:56.530,POST /payments,201,16.40
2026-07-02T14:00:56.539,GET /payments/{id},200,16.77
2026-07-02T14:00:56.549,POST /payments,201,28.71
2026-07-02T14:00:56.560,POST /payments,201,84.21
2026-07-02T14:00:56.570,POST /payments,201,142.07
2026-07-02T14:00:56.579,GET /payments/{id},200,23.77
2026-07-02T14:00:56.590,POST /payments,201,21.95
2026-07-02T14:00:56.600,GET /health,200,2.95
2026-07-02T14:00:56.609,POST /payments,201,11.50
2026-07-02T14:00:56.619,POST /payments,201,31.58
2026-07-02T14:00:56.630,POST /payments,201,28.10
2026-07-02T14:00:56.640,GET /payments/{id},200,47.82
2026-07-02T14:00:56.649,POST /payments,201,91.95
2026-07-02T14:00:56.659,POST /payments,201,17.35
2026-07-02T14:00:56.670,GET /payments/{id},200,7.25
2026-07-02T14:00:56.679,GET /health,200,10.95
2026-07-02T14:00:56.689,GET /payments/{id},200,21.87
2026-07-02T14:00:56.700,POST /payments,201,19.80
2026-07-02T14:00:56.710,POST /payments,201,61.69
2026-07-02T14:00:56.719,GET /payments/{id},200,15.20
2026-07-02T14:00:56.729,GET /payments/{id},200,31.59
2026-07-02T14:00:56.740,POST /payments,201,19.84
2026-07-02T14:00:56.750,GET /payments/{id},200,13.57
2026-07-02T14:00:56.759,POST /payments,201,36.51
2026-07-02T14:00:56.770,GET /payments/{id},200,32.79
2026-07-02T14:00:56.780,POST /payments,201,24.72
2026-07-02T14:00:56.789,POST /payments,201,22.93
2026-07-02T14:00:56.799,GET /payments/{id},200,41.32
2026-07-02T14:00:56.810,POST /payments,201,33.28
2026-07-02T14:00:56.820,GET /health,200,1.16
2026-07-02T14:00:56.829,POST /payments,201,31.87
2026-07-02T14:00:56.840,GET /health,200,3.04
2026-07-02T14:00:56.850,POST /payments,201,31.61
2026-07-02T14:00:56.859,GET /payments/{id},200,28.79
2026-07-02T14:00:56.869,GET /payments/{id},200,78.56
2026-07-02T14:00:56.880,POST /payments,201,74.46
2026-07-02T14:00:56.890,POST /payments,201,36.89
2026-07-02T14:00:56.899,GET /health,200,2.78
2026-07-02T14:00:56.909,POST /payments,201,42.04
2026-07-02T14:00:56.920,POST /payments,201,45.81
2026-07-02T14:00:56.929,GET /payments/{id},200,14.58
2026-07-02T14:00:56.939,POST /payments,201,20.08
2026-07-02T14:00:56.950,POST /payments,201,41.49
2026-07-02T14:00:56.960,POST /payments,201,40.34
2026-07-02T14:00:56.969,POST /payments,201,82.59
2026-07-02T14:00:56.979,POST /payments,201,16.99
2026-07-02T14:00:56.990,GET /payments/{id},200,39.28
2026-07-02T14:00:57.000,POST /payments,201,20.82
2026-07-02T14:00:57.009,GET /health,200,8.19
2026-07-02T14:00:57.020,POST /payments,201,21.92
2026-07-02T14:00:57.030,GET /health,200,10.50
2026-07-02T14:00:57.039,GET /payments/{id},200,33.95
2026-07-02T14:00:57.049,POST /payments,201,16.98
2026-07-02T14:00:57.060,POST /payments,201,30.36
2026-07-02T14:00:57.070,POST /payments,201,37.99
2026-07-02T14:00:57.079,GET /payments/{id},200,22.44
2026-07-02T14:00:57.090,GET /payments/{id},200,28.05
2026-07-02T14:00:57.100,GET /payments/{id},200,23.75
2026-07-02T14:00:57.109,GET /health,200,1.55
2026-07-02T14:00:57.119,POST /payments,201,43.81
2026-07-02T14:00:57.130,POST /payments,201,17.00
2026-07-02T14:00:57.140,POST /payments,201,46.56
2026-07-02T14:00:57.149,GET /payments/{id},200,34.95
2026-07-02T14:00:57.159,POST /payments,201,52.18
2026-07-02T14:00:57.170,POST /payments,201,25.48
2026-07-02T14:00:57.179,GET /payments/{id},200,13.82
2026-07-02T14:00:57.189,POST /payments,201,36.98
2026-07-02T14:00:57.200,POST /payments,201,27.35
2026-07-02T14:00:57.210,POST /payments,201,67.93
2026-07-02T14:00:57.219,GET /payments/{id},200,46.91
2026-07-02T14:00:57.229,POST /payments,201,34.12
2026-07-02T14:00:57.240,POST /payments,201,13.44
2026-07-02T14:00:57.250,POST /payments,201,54.40
2026-07-02T14:00:57.259,POST /payments,201,67.34
2026-07-02T14:00:57.270,GET /payments/{id},200,17.64
2026-07-02T14:00:57.280,GET /payments/{id},200,11.77
2026-07-02T14:00:57.289,POST /payments,201,40.73
2026-07-02T14:00:57.299,POST /payments,201,22.83
2026-07-02T14:00:57.310,GET /health,200,3.83
2026-07-02T14:00:57.320,GET /payments/{id},200,10.15
2026-07-02T14:00:57.329,GET /health,200,3.58
2026-07-02T14:00:57.340,GET /payments/{id},200,21.16
2026-07-02T14:00:57.350,POST /payments,201,14.54
2026-07-02T14:00:57.359,POST /payments,201,19.29
2026-07-02T14:00:57.369,POST /payments,201,15.96
2026-07-02T14:00:57.380,POST /payments,201,40.68
2026-07-02T14:00:57.390,GET /payments/{id},200,22.23
2026-07-02T14:00:57.399,GET /payments/{id},200,24.73
2026-07-02T14:00:57.409,POST /payments,201,32.59
2026-07-02T14:00:57.420,POST /payments,201,69.12
2026-07-02T14:00:57.429,POST /payments,201,25.61
2026-07-02T14:00:57.439,POST /payments,201,41.31
2026-07-02T14:00:57.450,POST /payments,201,34.98
2026-07-02T14:00:57.460,POST /payments,201,30.63
2026-07-02T14:00:57.469,GET /payments/{id},200,38.63
2026-07-02T14:00:57.479,POST /payments,201,31.61
2026-07-02T14:00:57.490,POST /payments,201,15.71
2026-07-02T14:00:57.500,POST /payments,201,21.39
2026-07-02T14:00:57.509,GET /health,200,1.30
2026-07-02T14:00:57.520,POST /payments,201,36.07
2026-07-02T14:00:57.530,GET /payments/{id},200,18.64
2026-07-02T14:00:57.539,POST /payments,201,47.09
2026-07-02T14:00:57.549,GET /health,200,2.05
2026-07-02T14:00:57.560,POST /payments,201,36.08
2026-07-02T14:00:57.570,POST /payments,201,63.62
2026-07-02T14:00:57.579,POST /payments,201,36.45
2026-07-02T14:00:57.590,POST /payments,201,15.38
2026-07-02T14:00:57.600,POST /payments,201,40.45
2026-07-02T14:00:57.609,GET /health,200,2.73
2026-07-02T14:00:57.619,POST /payments,201,37.52
2026-07-02T14:00:57.630,POST /payments,201,23.41
2026-07-02T14:00:57.640,POST /payments,201,81.06
2026-07-02T14:00:57.649,POST /payments,201,56.37
2026-07-02T14:00:57.659,GET /payments/{id},200,39.67
2026-07-02T14:00:57.670,POST /payments,201,24.13
2026-07-02T14:00:57.679,GET /payments/{id},200,42.92
2026-07-02T14:00:57.689,POST /payments,201,10.69
2026-07-02T14:00:57.700,POST /payments,201,16.64
2026-07-02T14:00:57.710,GET /health,200,3.53
2026-07-02T14:00:57.719,POST /payments,201,21.47
2026-07-02T14:00:57.729,POST /payments,201,33.80
2026-07-02T14:00:57.740,POST /payments,201,18.01
2026-07-02T14:00:57.750,POST /payments,201,65.46
2026-07-02T14:00:57.759,GET /payments/{id},200,27.17
2026-07-02T14:00:57.770,POST /payments,201,25.08
2026-07-02T14:00:57.780,POST /payments,201,118.17
2026-07-02T14:00:57.789,GET /payments/{id},200,32.92
2026-07-02T14:00:57.799,POST /payments,201,73.74
2026-07-02T14:00:57.810,POST /payments,201,58.99
2026-07-02T14:00:57.820,POST /payments,201,46.06
2026-07-02T14:00:57.829,GET /health,200,3.25
2026-07-02T14:00:57.840,POST /payments,201,33.32
2026-07-02T14:00:57.850,POST /payments,201,72.63
2026-07-02T14:00:57.859,POST /payments,201,49.41
2026-07-02T14:00:57.869,GET /payments/{id},200,36.28
2026-07-02T14:00:57.880,GET /payments/{id},200,29.54
2026-07-02T14:00:57.890,POST /payments,201,19.74
2026-07-02T14:00:57.899,POST /payments,201,41.14
2026-07-02T14:00:57.909,GET /health,200,5.57
2026-07-02T14:00:57.920,POST /payments,201,13.60
2026-07-02T14:00:57.929,POST /payments,201,90.54
2026-07-02T14:00:57.939,GET /payments/{id},200,11.36
2026-07-02T14:00:57.950,POST /payments,201,50.50
2026-07-02T14:00:57.960,POST /payments,201,34.47
2026-07-02T14:00:57.969,POST /payments,201,19.78
2026-07-02T14:00:57.979,GET /payments/{id},200,10.21
2026-07-02T14:00:57.990,POST /payments,201,94.31
2026-07-02T14:00:58.000,GET /health,200,6.13
2026-07-02T14:00:58.009,POST /payments,201,30.47
2026-07-02T14:00:58.020,POST /payments,201,188.83
2026-07-02T14:00:58.030,GET /payments/{id},200,16.45
2026-07-02T14:00:58.039,POST /payments,201,102.93
2026-07-02T14:00:58.049,GET /payments/{id},200,3.87
2026-07-02T14:00:58.060,POST /payments,201,27.38
2026-07-02T14:00:58.070,POST /payments,201,15.01
2026-07-02T14:00:58.079,GET /payments/{id},200,19.08
2026-07-02T14:00:58.090,GET /health,200,3.37
2026-07-02T14:00:58.100,POST /payments,201,46.24
2026-07-02T14:00:58.109,POST /payments,201,41.35
2026-07-02T14:00:58.119,POST /payments,201,34.61
2026-07-02T14:00:58.130,POST /payments,201,11.29
2026-07-02T14:00:58.140,POST /payments,201,33.90
2026-07-02T14:00:58.149,GET /payments/{id},200,47.61
2026-07-02T14:00:58.159,POST /payments,201,41.87
2026-07-02T14:00:58.170,POST /payments,201,43.91
2026-07-02T14:00:58.179,POST /payments,201,53.70
2026-07-02T14:00:58.189,POST /payments,201,37.33
2026-07-02T14:00:58.200,POST /payments,201,37.82
2026-07-02T14:00:58.210,POST /payments,201,15.90
2026-07-02T14:00:58.219,POST /payments,201,30.68
2026-07-02T14:00:58.229,GET /health,200,4.83
2026-07-02T14:00:58.240,GET /payments/{id},200,42.24
2026-07-02T14:00:58.250,GET /health,200,4.57
2026-07-02T14:00:58.259,POST /payments,201,31.86
2026-07-02T14:00:58.270,POST /payments,201,56.66
2026-07-02T14:00:58.280,POST /payments,201,39.46
2026-07-02T14:00:58.289,GET /payments/{id},200,42.86
2026-07-02T14:00:58.299,GET /payments/{id},200,14.13
2026-07-02T14:00:58.310,POST /payments,201,85.19
2026-07-02T14:00:58.320,GET /payments/{id},200,7.20
2026-07-02T14:00:58.329,POST /payments,201,26.16
2026-07-02T14:00:58.340,GET /payments/{id},200,35.03
2026-07-02T14:00:58.350,POST /payments,201,32.64
2026-07-02T14:00:58.359,POST /payments,201,14.85
2026-07-02T14:00:58.369,POST /payments,201,38.36
2026-07-02T14:00:58.380,GET /payments/{id},200,13.73
2026-07-02T14:00:58.390,POST /payments,201,37.26
2026-07-02T14:00:58.399,GET /payments/{id},200,22.65
2026-07-02T14:00:58.409,GET /payments/{id},200,13.47
2026-07-02T14:00:58.420,GET /payments/{id},200,9.74
2026-07-02T14:00:58.429,GET /payments/{id},200,38.73
2026-07-02T14:00:58.439,POST /payments,201,12.05
2026-07-02T14:00:58.450,POST /payments,201,27.59
2026-07-02T14:00:58.460,POST /payments,201,58.58
2026-07-02T14:00:58.469,GET /payments/{id},200,32.34
2026-07-02T14:00:58.479,POST /payments,201,24.23
2026-07-02T14:00:58.490,GET /payments/{id},200,25.41
2026-07-02T14:00:58.500,POST /payments,201,81.94
2026-07-02T14:00:58.509,POST /payments,201,16.00
2026-07-02T14:00:58.520,POST /payments,201,37.28
2026-07-02T14:00:58.530,POST /payments,201,47.85
2026-07-02T14:00:58.539,GET /payments/{id},200,12.13
2026-07-02T14:00:58.549,GET /health,200,2.00
2026-07-02T14:00:58.560,POST /payments,201,111.88
2026-07-02T14:00:58.570,POST /payments,201,27.43
2026-07-02T14:00:58.579,POST /payments,201,30.02
2026-07-02T14:00:58.590,POST /payments,201,35.88
2026-07-02T14:00:58.600,POST /payments,201,39.95
2026-07-02T14:00:58.609,GET /health,200,2.47
2026-07-02T14:00:58.619,POST /payments,201,25.03
2026-07-02T14:00:58.630,POST /payments,201,54.23
2026-07-02T14:00:58.640,GET /health,200,1.96
2026-07-02T14:00:58.649,POST /payments,201,43.59
2026-07-02T14:00:58.659,POST /payments,201,34.73
2026-07-02T14:00:58.670,GET /payments/{id},200,31.72
2026-07-02T14:00:58.679,POST /payments,201,59.41
2026-07-02T14:00:58.689,GET /payments/{id},200,26.41
2026-07-02T14:00:58.700,GET /payments/{id},200,48.07
2026-07-02T14:00:58.710,GET /payments/{id},200,13.87
2026-07-02T14:00:58.719,POST /payments,201,15.47
2026-07-02T14:00:58.729,GET /payments/{id},200,22.39
2026-07-02T14:00:58.740,POST /payments,201,52.77
2026-07-02T14:00:58.750,GET /health,200,3.21
2026-07-02T14:00:58.759,GET /payments/{id},200,36.21
2026-07-02T14:00:58.770,POST /payments,201,49.47
2026-07-02T14:00:58.780,GET /payments/{id},200,7.85
2026-07-02T14:00:58.789,GET /payments/{id},200,10.45
2026-07-02T14:00:58.799,POST /payments,201,19.44
2026-07-02T14:00:58.810,GET /payments/{id},200,19.76
2026-07-02T14:00:58.820,POST /payments,201,42.05
2026-07-02T14:00:58.829,POST /payments,201,59.01
2026-07-02T14:00:58.840,GET /payments/{id},200,36.00
2026-07-02T14:00:58.850,POST /payments,201,83.79
2026-07-02T14:00:58.859,POST /payments,201,51.18
2026-07-02T14:00:58.869,POST /payments,201,73.54
2026-07-02T14:00:58.880,GET /payments/{id},200,23.64
2026-07-02T14:00:58.890,POST /payments,201,64.34
2026-07-02T14:00:58.899,GET /payments/{id},200,35.05
2026-07-02T14:00:58.909,GET /health,200,1.53
2026-07-02T14:00:58.920,GET /health,200,3.14
2026-07-02T14:00:58.929,GET /payments/{id},200,18.63
2026-07-02T14:00:58.939,GET /payments/{id},200,10.19
2026-07-02T14:00:58.950,GET /payments/{id},200,20.97
2026-07-02T14:00:58.960,GET /health,200,4.73
2026-07-02T14:00:58.969,POST /payments,201,90.93
2026-07-02T14:00:58.979,POST /payments,201,25.83
2026-07-02T14:00:58.990,POST /payments,201,84.66
2026-07-02T14:00:59.000,POST /payments,201,41.03
2026-07-02T14:00:59.009,POST /payments,201,12.70
2026-07-02T14:00:59.020,POST /payments,201,19.09
2026-07-02T14:00:59.030,GET /payments/{id},200,14.76
2026-07-02T14:00:59.039,POST /payments,201,33.51
2026-07-02T14:00:59.049,GET /payments/{id},200,14.39
2026-07-02T14:00:59.060,POST /payments,201,36.97
2026-07-02T14:00:59.070,POST /payments,201,41.67
2026-07-02T14:00:59.079,GET /payments/{id},200,15.65
2026-07-02T14:00:59.090,POST /payments,201,49.97
2026-07-02T14:00:59.100,POST /payments,201,53.71
2026-07-02T14:00:59.109,GET /health,200,5.16
2026-07-02T14:00:59.119,GET /payments/{id},200,22.89
2026-07-02T14:00:59.130,GET /payments/{id},200,29.39
2026-07-02T14:00:59.140,GET /payments/{id},200,14.70
2026-07-02T14:00:59.149,GET /payments/{id},200,18.94
2026-07-02T14:00:59.159,POST /payments,201,10.66
2026-07-02T14:00:59.170,POST /payments,201,20.32
2026-07-02T14:00:59.179,GET /payments/{id},200,51.54
2026-07-02T14:00:59.189,GET /payments/{id},200,19.06
2026-07-02T14:00:59.200,GET /payments/{id},200,20.03
2026-07-02T14:00:59.210,GET /payments/{id},200,11.05
2026-07-02T14:00:59.219,POST /payments,201,147.74
2026-07-02T14:00:59.229,POST /payments,201,33.97
2026-07-02T14:00:59.240,GET /payments/{id},200,13.73
2026-07-02T14:00:59.250,GET /health,200,4.65
2026-07-02T14:00:59.259,POST /payments,201,38.50
2026-07-02T14:00:59.270,POST /payments,201,36.66
2026-07-02T14:00:59.280,GET /payments/{id},200,34.79
2026-07-02T14:00:59.289,POST /payments,201,69.37
2026-07-02T14:00:59.299,GET /payments/{id},200,42.65
2026-07-02T14:00:59.310,GET /payments/{id},200,16.49
2026-07-02T14:00:59.320,GET /payments/{id},200,20.67
2026-07-02T14:00:59.329,POST /payments,201,30.10
2026-07-02T14:00:59.340,POST /payments,201,65.84
2026-07-02T14:00:59.350,GET /payments/{id},200,31.18
2026-07-02T14:00:59.359,GET /health,200,2.05
2026-07-02T14:00:59.369,POST /payments,201,100.34
2026-07-02T14:00:59.380,GET /payments/{id},200,10.78
2026-07-02T14:00:59.390,POST /payments,201,25.71
2026-07-02T14:00:59.399,POST /payments,201,37.30
2026-07-02T14:00:59.409,GET /health,200,2.59
2026-07-02T14:00:59.420,GET /payments/{id},200,10.75
2026-07-02T14:00:59.429,GET /health,200,2.86
2026-07-02T14:00:59.439,POST /payments,201,30.26
2026-07-02T14:00:59.450,GET /payments/{id},200,16.84
2026-07-02T14:00:59.460,POST /payments,201,27.61
2026-07-02T14:00:59.469,GET /health,200,1.78
2026-07-02T14:00:59.479,GET /payments/{id},200,18.21
2026-07-02T14:00:59.490,POST /payments,201,32.53
2026-07-02T14:00:59.500,POST /payments,201,27.08
2026-07-02T14:00:59.509,POST /payments,201,10.11
2026-07-02T14:00:59.520,POST /payments,201,25.77
2026-07-02T14:00:59.530,GET /payments/{id},200,24.91
2026-07-02T14:00:59.539,POST /payments,201,83.76
2026-07-02T14:00:59.549,POST /payments,201,56.47
2026-07-02T14:00:59.560,GET /payments/{id},200,13.43
2026-07-02T14:00:59.570,GET /payments/{id},200,20.20
2026-07-02T14:00:59.579,GET /health,200,1.58
2026-07-02T14:00:59.590,POST /payments,201,116.20
2026-07-02T14:00:59.600,POST /payments,201,32.69
2026-07-02T14:00:59.609,GET /payments/{id},200,14.72
2026-07-02T14:00:59.619,POST /payments,201,27.83
2026-07-02T14:00:59.630,GET /payments/{id},200,10.28
2026-07-02T14:00:59.640,POST /payments,201,49.10
2026-07-02T14:00:59.649,GET /payments/{id},200,20.80
2026-07-02T14:00:59.659,GET /payments/{id},200,34.23
2026-07-02T14:00:59.670,POST /payments,201,52.32
2026-07-02T14:00:59.679,POST /payments,201,25.40
2026-07-02T14:00:59.689,POST /payments,201,40.80
2026-07-02T14:00:59.700,GET /health,200,2.69
2026-07-02T14:00:59.710,POST /payments,201,19.84
2026-07-02T14:00:59.719,GET /health,200,2.05
2026-07-02T14:00:59.729,POST /payments,201,21.57
2026-07-02T14:00:59.740,GET /health,200,2.10
2026-07-02T14:00:59.750,GET /payments/{id},200,33.17
2026-07-02T14:00:59.759,GET /payments/{id},200,16.50
2026-07-02T14:00:59.770,GET /health,200,3.57
2026-07-02T14:00:59.780,GET /payments/{id},200,20.46
2026-07-02T14:00:59.789,GET /payments/{id},200,8.06
2026-07-02T14:00:59.799,POST /payments,201,87.23
2026-07-02T14:00:59.810,POST /payments,201,46.37
2026-07-02T14:00:59.820,GET /health,200,1.66
2026-07-02T14:00:59.829,POST /payments,201,34.68
2026-07-02T14:00:59.840,POST /payments,201,29.28
2026-07-02T14:00:59.850,GET /payments/{id},200,56.71
2026-07-02T14:00:59.859,POST /payments,201,38.37
2026-07-02T14:00:59.869,GET /payments/{id},200,11.10
2026-07-02T14:00:59.880,POST /payments,201,110.16
2026-07-02T14:00:59.890,POST /payments,201,24.93
2026-07-02T14:00:59.899,POST /payments,201,49.09
2026-07-02T14:00:59.909,POST /payments,201,23.62
2026-07-02T14:00:59.920,POST /payments,201,28.95
2026-07-02T14:00:59.929,POST /payments,201,32.84
2026-07-02T14:00:59.939,POST /payments,201,22.84
2026-07-02T14:00:59.950,POST /payments,201,18.34
2026-07-02T14:00:59.960,POST /payments,201,69.57
2026-07-02T14:00:59.969,GET /payments/{id},200,16.78
2026-07-02T14:00:59.979,POST /payments,201,60.63
2026-07-02T14:00:59.990,GET /payments/{id},200,18.25
2026-07-02T14:01:00.000,POST /payments,201,59.27
2026-07-02T14:01:00.009,POST /payments,201,55.39
2026-07-02T14:01:00.020,POST /payments,201,31.33
2026-07-02T14:01:00.030,GET /payments/{id},200,16.45
2026-07-02T14:01:00.039,GET /payments/{id},200,15.25
2026-07-02T14:01:00.049,POST /payments,201,36.59
2026-07-02T14:01:00.060,POST /payments,201,97.27
2026-07-02T14:01:00.070,GET /health,200,3.05
2026-07-02T14:01:00.079,GET /health,200,3.34
2026-07-02T14:01:00.090,POST /payments,201,52.43
2026-07-02T14:01:00.100,POST /payments,201,38.35
2026-07-02T14:01:00.109,POST /payments,201,29.71
2026-07-02T14:01:00.119,POST /payments,201,47.32
2026-07-02T14:01:00.130,GET /health,200,4.97
2026-07-02T14:01:00.140,POST /payments,201,23.09
2026-07-02T14:01:00.149,POST /payments,201,33.94
2026-07-02T14:01:00.159,POST /payments,201,61.43
2026-07-02T14:01:00.170,POST /payments,201,28.25
2026-07-02T14:01:00.179,POST /payments,201,42.73
2026-07-02T14:01:00.189,GET /health,200,3.18
2026-07-02T14:01:00.200,POST /payments,201,18.65
2026-07-02T14:01:00.210,GET /payments/{id},200,19.03
2026-07-02T14:01:00.219,GET /health,200,5.65
2026-07-02T14:01:00.229,POST /payments,201,65.88
2026-07-02T14:01:00.240,GET /health,200,1.45
2026-07-02T14:01:00.250,GET /payments/{id},200,29.10
2026-07-02T14:01:00.259,GET /payments/{id},200,19.19
2026-07-02T14:01:00.270,POST /payments,201,21.72
2026-07-02T14:01:00.280,POST /payments,201,26.22
2026-07-02T14:01:00.289,GET /payments/{id},200,9.90
2026-07-02T14:01:00.299,POST /payments,201,45.89
2026-07-02T14:01:00.310,POST /payments,201,40.82
2026-07-02T14:01:00.320,GET /payments/{id},200,12.48
2026-07-02T14:01:00.329,POST /payments,201,15.78
2026-07-02T14:01:00.340,GET /payments/{id},200,15.34
2026-07-02T14:01:00.350,POST /payments,201,16.27
2026-07-02T14:01:00.359,POST /payments,201,43.67
2026-07-02T14:01:00.369,POST /payments,201,23.65
2026-07-02T14:01:00.380,GET /payments/{id},200,9.09
2026-07-02T14:01:00.390,POST /payments,201,23.98
2026-07-02T14:01:00.399,POST /payments,201,64.43
2026-07-02T14:01:00.409,GET /health,200,1.63
2026-07-02T14:01:00.420,GET /payments/{id},200,11.05
2026-07-02T14:01:00.429,GET /payments/{id},200,35.52
2026-07-02T14:01:00.439,GET /payments/{id},200,31.49
2026-07-02T14:01:00.450,GET /health,200,4.13
2026-07-02T14:01:00.460,GET /payments/{id},200,37.11
2026-07-02T14:01:00.469,GET /payments/{id},200,13.69
2026-07-02T14:01:00.479,GET /payments/{id},200,10.53
2026-07-02T14:01:00.490,GET /payments/{id},200,13.28
2026-07-02T14:01:00.500,POST /payments,201,21.35
