event_id,payment_id,at,event,amount_minor,result,decline_code,latency_ms
E006248,P003273,2026-05-04T22:59:00,authorize,81165,approved,,86
E008342,P004390,2026-05-04T22:59:01,authorize,4120,approved,,240
E001388,P000734,2026-05-04T22:59:03,capture,12388,,,
E026983,P014210,2026-05-04T22:59:11,capture,941,,,
E022309,P011736,2026-05-04T22:59:32,void,13880,,,
E029116,P015322,2026-05-04T23:00:02,capture,1579,,,
E035289,P018568,2026-05-04T23:00:19,capture,4944,,,
E036047,P018977,2026-05-04T23:00:43,capture,2355,,,
E026554,P013982,2026-05-04T23:01:13,void,3428,,,
E013114,P006897,2026-05-04T23:01:21,capture,4435,,,
E033245,P017500,2026-05-04T23:01:25,authorize,2221,declined,do_not_honor,848
E022942,P012064,2026-05-04T23:01:56,capture,6033,,,
E015866,P008356,2026-05-04T23:02:22,capture,8814,,,
E029719,P015641,2026-05-04T23:02:23,authorize,5582,approved,,787
E017521,P009226,2026-05-04T23:02:25,capture,9628,,,
E021642,P011377,2026-05-04T23:03:48,authorize,1475,approved,,129
E003491,P001827,2026-05-04T23:04:07,capture,4595,,,
E027004,P014221,2026-05-04T23:04:31,authorize,11303,approved,,378
E018194,P009577,2026-05-04T23:04:34,capture,4905,,,
E034216,P018005,2026-05-04T23:04:35,capture,1321,,,
E028266,P014877,2026-05-04T23:05:37,capture,7513,,,
E008699,P004575,2026-05-04T23:06:08,capture,24306,,,
E015587,P008211,2026-05-04T23:06:18,capture,2349,,,
E022462,P011817,2026-05-04T23:07:32,authorize,6771,approved,,387
E013956,P007343,2026-05-04T23:09:46,capture,2465,,,
E009109,P004785,2026-05-04T23:10:15,capture,7161,,,
E019115,P010055,2026-05-04T23:10:22,capture,3455,,,
E012567,P006605,2026-05-04T23:10:36,authorize,5574,approved,,404
E035226,P018535,2026-05-04T23:10:59,authorize,1811,approved,,437
E005436,P002855,2026-05-04T23:11:32,capture,4391,,,
E037885,P019948,2026-05-04T23:11:45,capture,1918,,,
E000370,P000194,2026-05-04T23:11:49,capture,8582,,,
E001317,P000696,2026-05-04T23:11:53,capture,4293,,,
E033303,P017531,2026-05-04T23:12:39,authorize,14838,approved,,851
E003303,P001729,2026-05-04T23:13:36,capture,3637,,,
E036648,P019302,2026-05-04T23:14:27,authorize,3992,approved,,892
E016507,P008693,2026-05-04T23:15:10,capture,2537,,,
E030534,P016065,2026-05-04T23:15:40,capture,2205,,,
E009808,P005149,2026-05-04T23:15:50,void,5816,,,
E034434,P018117,2026-05-04T23:17:04,capture,17961,,,
E005994,P003144,2026-05-04T23:17:52,capture,2227,,,
E000783,P000413,2026-05-04T23:18:37,authorize,3805,approved,,1109
E023264,P012236,2026-05-04T23:18:44,capture,707,,,
E017792,P009364,2026-05-04T23:19:38,capture,21341,,,
E000988,P000520,2026-05-04T23:20:15,authorize,3511,approved,,805
E014079,P007407,2026-05-04T23:20:20,capture,2009,,,
E018636,P009801,2026-05-04T23:20:32,capture,5989,,,
E027272,P014359,2026-05-04T23:20:45,authorize,11411,approved,,1189
E025225,P013273,2026-05-04T23:21:11,capture,8385,,,
E015522,P008175,2026-05-04T23:23:01,capture,3152,,,
E034135,P017963,2026-05-04T23:23:01,capture,6754,,,
E004680,P002458,2026-05-04T23:23:26,capture,2755,,,
E006676,P003503,2026-05-04T23:24:25,capture,1370,,,
E001389,P000735,2026-05-04T23:25:16,authorize,7145,approved,,322
E029538,P015547,2026-05-04T23:25:33,capture,5016,,,
E023729,P012486,2026-05-04T23:27:35,capture,1846,,,
E022485,P011827,2026-05-04T23:27:40,capture,5960,,,
E023564,P012399,2026-05-04T23:27:54,authorize,4518,approved,,996
E026097,P013740,2026-05-04T23:28:13,capture,12346,,,
E007128,P003744,2026-05-04T23:28:26,capture,9023,,,
E006896,P003621,2026-05-04T23:28:30,capture,1663,,,
E026286,P013839,2026-05-04T23:28:44,authorize,2330,approved,,983
E031242,P016442,2026-05-04T23:28:53,authorize,6901,approved,,109
E009465,P004971,2026-05-04T23:29:04,authorize,6409,declined,insufficient_funds,163
E025390,P013358,2026-05-04T23:29:13,capture,3720,,,
E001314,P000695,2026-05-04T23:29:23,authorize,2422,approved,,832
E036179,P019049,2026-05-04T23:29:40,authorize,2541,approved,,649
E033493,P017630,2026-05-04T23:30:11,capture,20108,,,
E032344,P017024,2026-05-04T23:30:20,authorize,2605,approved,,939
E036596,P019274,2026-05-04T23:30:41,capture,23949,,,
E035269,P018558,2026-05-04T23:33:17,authorize,4828,approved,,1176
E035596,P018736,2026-05-04T23:33:33,capture,8301,,,
E011257,P005912,2026-05-04T23:33:37,authorize,3555,approved,,435
E002433,P001276,2026-05-04T23:34:05,capture,6280,,,
E030875,P016249,2026-05-04T23:34:38,capture,1643,,,
E010875,P005710,2026-05-04T23:34:55,capture,17783,,,
E021950,P011545,2026-05-04T23:34:57,capture,3941,,,
E026962,P014199,2026-05-04T23:35:12,authorize,18306,declined,incorrect_cvc,520
E023276,P012242,2026-05-04T23:36:11,capture,5811,,,
E017553,P009242,2026-05-04T23:36:46,capture,3396,,,
E008323,P004380,2026-05-04T23:37:39,authorize,6773,approved,,603
E025425,P013376,2026-05-04T23:37:54,capture,4789,,,
E009585,P005034,2026-05-04T23:38:15,capture,2918,,,
E023769,P012508,2026-05-04T23:39:23,capture,4721,,,
E016943,P008926,2026-05-04T23:39:25,capture,33977,,,
E031748,P016711,2026-05-04T23:39:27,capture,6630,,,
E027131,P014286,2026-05-04T23:39:53,capture,3210,,,
E001463,P000770,2026-05-04T23:39:57,capture,11760,,,
E003633,P001904,2026-05-04T23:40:17,authorize,3287,approved,,257
E028624,P015065,2026-05-04T23:41:17,capture,8540,,,
E011210,P005885,2026-05-04T23:41:37,capture,2974,,,
E016923,P008916,2026-05-04T23:41:59,capture,6018,,,
E037362,P019679,2026-05-04T23:42:18,authorize,3933,approved,,1021
E008710,P004581,2026-05-04T23:42:43,void,2504,,,
E037678,P019842,2026-05-04T23:43:08,authorize,1899,approved,,999
E030758,P016186,2026-05-04T23:43:33,capture,7266,,,
E032648,P017187,2026-05-04T23:43:36,authorize,1358,declined,do_not_honor,97
E022077,P011610,2026-05-04T23:44:04,capture,5433,,,
E037616,P019808,2026-05-04T23:44:27,capture,3539,,,
E014883,P007833,2026-05-04T23:44:52,capture,13103,,,
E026583,P013998,2026-05-04T23:45:13,capture,12401,,,
E002074,P001085,2026-05-04T23:45:17,capture,5422,,,
E005321,P002794,2026-05-04T23:45:48,authorize,8989,approved,,122
E021596,P011353,2026-05-04T23:45:55,capture,8198,,,
E008468,P004454,2026-05-04T23:46:44,capture,2093,,,
E030496,P016045,2026-05-04T23:47:34,capture,2297,,,
E000081,P000045,2026-05-04T23:47:40,authorize,2410,approved,,289
E024227,P012749,2026-05-04T23:47:53,capture,1733,,,
E020302,P010679,2026-05-04T23:48:16,capture,13584,,,
E018752,P009863,2026-05-04T23:48:51,capture,3526,,,
E001692,P000889,2026-05-04T23:49:13,capture,3589,,,
E019360,P010183,2026-05-04T23:49:45,capture,10301,,,
E029312,P015426,2026-05-04T23:50:13,capture,1154,,,
E010848,P005697,2026-05-04T23:51:03,authorize,3265,approved,,1149
E035393,P018624,2026-05-04T23:52:20,capture,1339,,,
E010806,P005674,2026-05-04T23:53:56,authorize,4949,approved,,1014
E013388,P007044,2026-05-04T23:54:14,capture,3757,,,
E013586,P007146,2026-05-04T23:55:38,authorize,5960,approved,,154
E018934,P009960,2026-05-04T23:56:14,authorize,14115,declined,insufficient_funds,245
E014784,P007782,2026-05-04T23:56:44,capture,5662,,,
E029254,P015396,2026-05-04T23:57:10,authorize,4386,approved,,96
E003026,P001587,2026-05-04T23:57:40,capture,2277,,,
E011163,P005861,2026-05-04T23:58:35,authorize,4664,approved,,117
E025634,P013488,2026-05-05T00:00:20,authorize,5881,approved,,916
E017083,P008997,2026-05-05T00:00:47,capture,938,,,
E010711,P005626,2026-05-05T00:01:18,capture,4064,,,
E013775,P007245,2026-05-05T00:01:43,authorize,3027,approved,,1176
E001589,P000836,2026-05-05T00:02:18,authorize,17029,approved,,443
E022985,P012086,2026-05-05T00:02:27,capture,3606,,,
E003259,P001707,2026-05-05T00:03:05,authorize,6639,approved,,584
E016306,P008588,2026-05-05T00:03:12,capture,2171,,,
E003723,P001949,2026-05-05T00:03:46,capture,1200,,,
E026686,P014051,2026-05-05T00:04:54,authorize,9855,approved,,1157
E015387,P008103,2026-05-05T00:05:36,capture,6940,,,
E001645,P000865,2026-05-05T00:06:32,capture,13757,,,
E003001,P001573,2026-05-05T00:07:13,capture,2144,,,
E035438,P018648,2026-05-05T00:07:39,capture,5633,,,
E017593,P009263,2026-05-05T00:07:47,authorize,2837,approved,,591
E009374,P004920,2026-05-05T00:07:57,authorize,3641,approved,,644
E017975,P009461,2026-05-05T00:08:19,capture,17122,,,
E035807,P018848,2026-05-05T00:09:19,authorize,19410,approved,,206
E032837,P017284,2026-05-05T00:09:47,capture,20222,,,
E012682,P006665,2026-05-05T00:11:02,authorize,4637,declined,velocity_exceeded,865
E032026,P016858,2026-05-05T00:11:24,capture,3295,,,
E036065,P018987,2026-05-05T00:11:31,capture,3242,,,
E013173,P006930,2026-05-05T00:12:21,authorize,6237,approved,,944
E031839,P016758,2026-05-05T00:12:29,authorize,4429,approved,,662
E032424,P017067,2026-05-05T00:12:39,capture,4834,,,
E033298,P017528,2026-05-05T00:12:39,capture,1852,,,
E014527,P007648,2026-05-05T00:13:02,capture,6385,,,
E004603,P002417,2026-05-05T00:13:37,capture,5800,,,
E024480,P012882,2026-05-05T00:14:19,authorize,2992,approved,,895
E036083,P018997,2026-05-05T00:14:48,capture,25418,,,
E014870,P007827,2026-05-05T00:14:49,capture,6099,,,
E002140,P001119,2026-05-05T00:15:01,capture,6423,,,
E033317,P017538,2026-05-05T00:16:31,capture,3690,,,
E027248,P014347,2026-05-05T00:17:37,authorize,8141,approved,,387
E029562,P015560,2026-05-05T00:18:45,authorize,3599,approved,,200
E035107,P018469,2026-05-05T00:18:49,capture,1355,,,
E022637,P011906,2026-05-05T00:19:05,capture,1933,,,
E002943,P001544,2026-05-05T00:20:42,authorize,4313,approved,,1139
E018843,P009911,2026-05-05T00:21:03,capture,276,,,
E015802,P008322,2026-05-05T00:21:40,authorize,4063,approved,,748
E025421,P013374,2026-05-05T00:21:46,void,6664,,,
E009098,P004779,2026-05-05T00:22:07,capture,5399,,,
E012910,P006788,2026-05-05T00:24:45,authorize,4332,approved,,272
E016308,P008589,2026-05-05T00:24:51,capture,4758,,,
E015789,P008314,2026-05-05T00:25:04,capture,17704,,,
E010062,P005283,2026-05-05T00:26:24,capture,3240,,,
E036736,P019347,2026-05-05T00:26:30,capture,3887,,,
E010650,P005594,2026-05-05T00:26:43,capture,4258,,,
E001235,P000653,2026-05-05T00:26:48,authorize,23094,declined,insufficient_funds,560
E026701,P014058,2026-05-05T00:27:16,capture,2998,,,
E034929,P018375,2026-05-05T00:28:53,capture,4000,,,
E037897,P019955,2026-05-05T00:29:10,capture,2200,,,
E009978,P005240,2026-05-05T00:29:47,capture,2360,,,
E023643,P012440,2026-05-05T00:30:06,capture,22559,,,
E036808,P019388,2026-05-05T00:30:47,capture,2019,,,
E021549,P011329,2026-05-05T00:30:58,authorize,809,approved,,885
E028171,P014826,2026-05-05T00:31:02,capture,90805,,,
E035817,P018853,2026-05-05T00:31:42,capture,6405,,,
E006582,P003453,2026-05-05T00:32:00,capture,8594,,,
E032930,P017334,2026-05-05T00:32:32,capture,1999,,,
E024269,P012770,2026-05-05T00:32:38,capture,2319,,,
E014660,P007716,2026-05-05T00:34:08,capture,9263,,,
E000542,P000286,2026-05-05T00:34:25,authorize,860,approved,,604
E005316,P002791,2026-05-05T00:34:51,capture,1698,,,
E003529,P001848,2026-05-05T00:35:22,authorize,10833,approved,,1128
E005525,P002901,2026-05-05T00:35:25,authorize,3113,approved,,869
E030445,P016018,2026-05-05T00:35:26,capture,11269,,,
E014951,P007869,2026-05-05T00:35:52,authorize,2176,approved,,942
E020731,P010904,2026-05-05T00:36:00,capture,8275,,,
E010471,P005500,2026-05-05T00:38:00,authorize,4566,approved,,828
E033448,P017606,2026-05-05T00:39:03,capture,7313,,,
E012263,P006442,2026-05-05T00:40:28,capture,38112,,,
E011174,P005866,2026-05-05T00:41:18,capture,2821,,,
E037528,P019763,2026-05-05T00:41:30,capture,1350,,,
E027712,P014590,2026-05-05T00:42:02,capture,2179,,,
E004806,P002526,2026-05-05T00:42:54,capture,3670,,,
E004692,P002465,2026-05-05T00:44:13,capture,3205,,,
E015742,P008290,2026-05-05T00:44:59,capture,5519,,,
E004876,P002562,2026-05-05T00:46:02,authorize,3855,approved,,1086
E037728,P019868,2026-05-05T00:46:23,authorize,1754,approved,,917
E033717,P017744,2026-05-05T00:46:29,capture,15988,,,
E032937,P017338,2026-05-05T00:46:35,capture,8376,,,
E012401,P006515,2026-05-05T00:46:39,capture,5409,,,
E004217,P002214,2026-05-05T00:46:45,authorize,18912,declined,insufficient_funds,130
E028316,P014903,2026-05-05T00:46:56,authorize,4365,declined,do_not_honor,743
E006941,P003645,2026-05-05T00:48:13,capture,1559,,,
E027988,P014730,2026-05-05T00:49:07,capture,2796,,,
E005292,P002778,2026-05-05T00:50:02,capture,1129,,,
E009768,P005129,2026-05-05T00:51:23,capture,4594,,,
E003329,P001744,2026-05-05T00:51:29,capture,5927,,,
E021453,P011281,2026-05-05T00:52:11,capture,2229,,,
E010181,P005349,2026-05-05T00:52:33,capture,3969,,,
E024243,P012757,2026-05-05T00:52:42,capture,5733,,,
E016147,P008504,2026-05-05T00:53:03,capture,2576,,,
E021035,P011061,2026-05-05T00:53:10,capture,814,,,
E009904,P005200,2026-05-05T00:53:34,authorize,1775,approved,,95
E019736,P010381,2026-05-05T00:54:21,capture,7526,,,
E019127,P010063,2026-05-05T00:54:23,capture,3553,,,
E032566,P017143,2026-05-05T00:54:51,capture,5355,,,
E007976,P004202,2026-05-05T00:55:33,authorize,19370,approved,,699
E009538,P005009,2026-05-05T00:55:33,capture,2932,,,
E028872,P015193,2026-05-05T00:56:10,capture,1074,,,
E014830,P007807,2026-05-05T00:56:39,capture,672,,,
E013258,P006975,2026-05-05T00:57:10,capture,1990,,,
E006421,P003367,2026-05-05T00:57:23,capture,5721,,,
E024836,P013069,2026-05-05T00:57:26,capture,12191,,,
E034723,P018270,2026-05-05T00:57:34,authorize,7536,approved,,778
E011453,P006018,2026-05-05T00:57:43,capture,14149,,,
E036025,P018965,2026-05-05T00:57:43,authorize,878,approved,,474
E022735,P011957,2026-05-05T01:00:03,capture,6574,,,
E036819,P019394,2026-05-05T01:00:16,authorize,10150,approved,,329
E016032,P008444,2026-05-05T01:01:32,capture,11277,,,
E006750,P003544,2026-05-05T01:01:59,capture,17844,,,
E012793,P006727,2026-05-05T01:02:09,capture,9975,,,
E008755,P004604,2026-05-05T01:02:14,void,10618,,,
E031684,P016678,2026-05-05T01:05:06,authorize,26433,approved,,885
E019421,P010216,2026-05-05T01:05:13,capture,4999,,,
E025674,P013510,2026-05-05T01:07:30,void,5415,,,
E027005,P014221,2026-05-05T01:07:31,capture,11303,,,
E006544,P003433,2026-05-05T01:09:26,capture,1790,,,
E009937,P005217,2026-05-05T01:09:28,void,5652,,,
E016555,P008718,2026-05-05T01:09:56,capture,4044,,,
E031948,P016817,2026-05-05T01:10:13,capture,2576,,,
E000432,P000227,2026-05-05T01:11:32,capture,9489,,,
E033884,P017831,2026-05-05T01:11:45,capture,2026,,,
E022064,P011603,2026-05-05T01:12:08,capture,8480,,,
E017169,P009044,2026-05-05T01:12:16,capture,5108,,,
E028884,P015199,2026-05-05T01:13:53,capture,4056,,,
E026217,P013803,2026-05-05T01:14:47,capture,4244,,,
E037875,P019943,2026-05-05T01:17:46,capture,3441,,,
E029674,P015617,2026-05-05T01:19:49,void,6414,,,
E009177,P004820,2026-05-05T01:20:18,capture,14493,,,
E021131,P011112,2026-05-05T01:21:09,capture,15716,,,
E013435,P007068,2026-05-05T01:22:00,capture,2713,,,
E035113,P018472,2026-05-05T01:22:29,capture,1119,,,
E009536,P005008,2026-05-05T01:23:00,capture,2103,,,
E026000,P013687,2026-05-05T01:26:11,authorize,2800,approved,,747
E036756,P019359,2026-05-05T01:26:17,capture,18379,,,
E032042,P016868,2026-05-05T01:26:28,authorize,9716,approved,,348
E016469,P008672,2026-05-05T01:26:44,capture,9665,,,
E025467,P013399,2026-05-05T01:27:57,capture,7279,,,
E002659,P001394,2026-05-05T01:28:51,capture,24270,,,
E021967,P011555,2026-05-05T01:29:29,capture,43579,,,
E015513,P008170,2026-05-05T01:29:52,capture,29900,,,
E004897,P002572,2026-05-05T01:30:50,capture,4803,,,
E019920,P010475,2026-05-05T01:31:05,capture,13228,,,
E002522,P001322,2026-05-05T01:31:47,capture,4440,,,
E003407,P001783,2026-05-05T01:31:57,capture,10517,,,
E000989,P000520,2026-05-05T01:32:15,capture,3511,,,
E004890,P002569,2026-05-05T01:33:02,authorize,2808,approved,,986
E004811,P002529,2026-05-05T01:33:25,capture,3345,,,
E025436,P013382,2026-05-05T01:33:31,capture,9722,,,
E026562,P013987,2026-05-05T01:34:10,authorize,2772,approved,,519
E032750,P017241,2026-05-05T01:34:17,capture,29715,,,
E002944,P001544,2026-05-05T01:35:42,void,4313,,,
E005544,P002910,2026-05-05T01:35:47,authorize,2567,approved,,203
E000109,P000059,2026-05-05T01:36:17,capture,6146,,,
E010552,P005541,2026-05-05T01:37:00,authorize,25899,declined,insufficient_funds,458
E033822,P017799,2026-05-05T01:39:01,capture,4344,,,
E031148,P016393,2026-05-05T01:39:43,capture,6774,,,
E015030,P007910,2026-05-05T01:40:05,authorize,2337,approved,,512
E018965,P009976,2026-05-05T01:40:42,capture,6833,,,
E015204,P008006,2026-05-05T01:42:09,capture,5428,,,
E037666,P019835,2026-05-05T01:42:22,capture,5973,,,
E023335,P012272,2026-05-05T01:44:26,capture,18747,,,
E031243,P016442,2026-05-05T01:44:53,capture,6901,,,
E023226,P012216,2026-05-05T01:46:10,capture,1665,,,
E006535,P003429,2026-05-05T01:47:01,authorize,23229,approved,,1009
E003165,P001660,2026-05-05T01:48:43,capture,4515,,,
E037381,P019688,2026-05-05T01:50:34,capture,21410,,,
E030648,P016128,2026-05-05T01:51:01,capture,5293,,,
E030344,P015966,2026-05-05T01:51:03,authorize,3535,approved,,368
E032033,P016862,2026-05-05T01:53:41,capture,3899,,,
E008343,P004390,2026-05-05T01:54:01,capture,4120,,,
E006042,P003170,2026-05-05T01:54:09,capture,7693,,,
E005330,P002799,2026-05-05T01:54:43,authorize,1133,approved,,964
E025719,P013534,2026-05-05T01:55:09,capture,3278,,,
E003634,P001904,2026-05-05T01:55:17,capture,3287,,,
E037363,P019679,2026-05-05T01:56:18,capture,3933,,,
E010545,P005537,2026-05-05T01:56:49,capture,3533,,,
E001853,P000970,2026-05-05T01:56:53,authorize,13237,declined,insufficient_funds,840
E015800,P008321,2026-05-05T01:59:45,authorize,770,approved,,629
E010849,P005697,2026-05-05T02:00:03,capture,3265,,,
E022463,P011817,2026-05-05T02:02:32,capture,6771,,,
E007372,P003877,2026-05-05T02:02:52,authorize,6996,approved,,606
E002619,P001374,2026-05-05T02:05:15,capture,15248,,,
E021718,P011418,2026-05-05T02:06:37,capture,17980,,,
E024681,P012987,2026-05-05T02:06:37,capture,3602,,,
E005239,P002750,2026-05-05T02:07:21,capture,2275,,,
E012507,P006572,2026-05-05T02:07:38,capture,2556,,,
E035650,P018764,2026-05-05T02:07:41,capture,5513,,,
E017350,P009138,2026-05-05T02:08:42,capture,10263,,,
E029934,P015752,2026-05-05T02:09:11,capture,5140,,,
E027176,P014310,2026-05-05T02:10:09,capture,5739,,,
E033304,P017531,2026-05-05T02:11:39,capture,14838,,,
E014419,P007591,2026-05-05T02:11:54,authorize,13273,approved,,454
E029243,P015389,2026-05-05T02:11:55,capture,5141,,,
E021775,P011448,2026-05-05T02:12:02,capture,2240,,,
E009471,P004974,2026-05-05T02:14:06,capture,3996,,,
E004421,P002321,2026-05-05T02:14:14,capture,6017,,,
E010256,P005387,2026-05-05T02:14:27,capture,10976,,,
E035808,P018848,2026-05-05T02:15:19,capture,19410,,,
E003771,P001973,2026-05-05T02:15:44,capture,3144,,,
E025143,P013231,2026-05-05T02:17:05,capture,12771,,,
E004527,P002377,2026-05-05T02:17:15,capture,11204,,,
E011757,P006176,2026-05-05T02:18:53,capture,16637,,,
E001315,P000695,2026-05-05T02:19:23,capture,2422,,,
E033868,P017822,2026-05-05T02:19:39,capture,7702,,,
E028246,P014866,2026-05-05T02:20:10,capture,2553,,,
E031012,P016322,2026-05-05T02:21:09,capture,6100,,,
E034735,P018276,2026-05-05T02:21:32,capture,9693,,,
E005322,P002794,2026-05-05T02:21:48,capture,8989,,,
E032345,P017024,2026-05-05T02:23:20,capture,2605,,,
E036433,P019184,2026-05-05T02:24:13,capture,3701,,,
E025095,P013207,2026-05-05T02:24:23,authorize,2048,approved,,82
E006828,P003586,2026-05-05T02:25:06,capture,5561,,,
E037660,P019832,2026-05-05T02:25:07,authorize,979,approved,,1049
E001811,P000948,2026-05-05T02:26:04,capture,4938,,,
E014222,P007485,2026-05-05T02:27:45,capture,4640,,,
E001542,P000810,2026-05-05T02:29:55,capture,1867,,,
E011366,P005973,2026-05-05T02:31:07,capture,3308,,,
E019708,P010367,2026-05-05T02:31:08,capture,8438,,,
E034106,P017948,2026-05-05T02:31:55,capture,3067,,,
E015110,P007954,2026-05-05T02:32:28,capture,2829,,,
E019950,P010490,2026-05-05T02:33:17,capture,4540,,,
E012911,P006788,2026-05-05T02:37:45,capture,4332,,,
E027926,P014699,2026-05-05T02:37:55,capture,3377,,,
E037044,P019513,2026-05-05T02:38:32,capture,5570,,,
E006834,P003589,2026-05-05T02:38:51,capture,19083,,,
E022295,P011729,2026-05-05T02:39:46,authorize,2978,approved,,699
E033206,P017480,2026-05-05T02:42:32,authorize,4475,approved,,195
E026008,P013691,2026-05-05T02:42:39,capture,462,,,
E015610,P008222,2026-05-05T02:44:21,capture,2116,,,
E013591,P007148,2026-05-05T02:44:46,capture,28125,,,
E021480,P011294,2026-05-05T02:45:47,capture,2207,,,
E012421,P006525,2026-05-05T02:46:11,capture,8315,,,
E006983,P003667,2026-05-05T02:46:13,capture,790,,,
E036887,P019428,2026-05-05T02:46:38,capture,4633,,,
E015803,P008322,2026-05-05T02:46:40,capture,4063,,,
E012357,P006493,2026-05-05T02:47:01,capture,13026,,,
E029938,P015754,2026-05-05T02:47:30,capture,8366,,,
E018711,P009841,2026-05-05T02:47:34,authorize,2663,approved,,215
E025635,P013488,2026-05-05T02:48:20,capture,5881,,,
E027873,P014672,2026-05-05T02:48:33,capture,8545,,,
E011475,P006028,2026-05-05T02:50:52,capture,3994,,,
E008634,P004542,2026-05-05T02:51:06,capture,14403,,,
E008614,P004532,2026-05-05T02:51:23,capture,7943,,,
E017786,P009361,2026-05-05T02:52:04,capture,10520,,,
E015385,P008102,2026-05-05T02:52:21,capture,1609,,,
E002329,P001221,2026-05-05T02:52:46,capture,18483,,,
E028762,P015136,2026-05-05T02:53:01,capture,21156,,,
E025889,P013625,2026-05-05T02:53:05,capture,9411,,,
E026750,P014083,2026-05-05T02:53:52,capture,3483,,,
E000455,P000239,2026-05-05T02:54:09,capture,3197,,,
E025211,P013266,2026-05-05T02:54:37,capture,2886,,,
E026725,P014071,2026-05-05T02:54:50,authorize,2538,approved,,97
E015124,P007961,2026-05-05T02:56:46,capture,11154,,,
E003260,P001707,2026-05-05T02:57:05,capture,6639,,,
E024006,P012634,2026-05-05T02:58:43,capture,3575,,,
E011894,P006252,2026-05-05T02:59:54,authorize,12457,declined,insufficient_funds,443
E023900,P012579,2026-05-05T03:02:09,capture,3375,,,
E027490,P014471,2026-05-05T03:02:15,capture,1973,,,
E019309,P010156,2026-05-05T03:04:37,capture,1513,,,
E033300,P017529,2026-05-05T03:04:42,capture,4407,,,
E016876,P008892,2026-05-05T03:07:17,capture,3811,,,
E025558,P013448,2026-05-05T03:09:14,capture,10819,,,
E004877,P002562,2026-05-05T03:10:02,capture,3855,,,
E000996,P000524,2026-05-05T03:10:58,capture,6339,,,
E031375,P016512,2026-05-05T03:11:02,capture,5395,,,
E026734,P014075,2026-05-05T03:11:57,capture,6543,,,
E035566,P018720,2026-05-05T03:12:17,authorize,8355,declined,do_not_honor,233
E021550,P011329,2026-05-05T03:12:58,capture,809,,,
E026914,P014172,2026-05-05T03:13:14,capture,5626,,,
E027249,P014347,2026-05-05T03:13:37,capture,8141,,,
E031526,P016594,2026-05-05T03:14:27,capture,4050,,,
E019876,P010453,2026-05-05T03:14:51,capture,1788,,,
E027703,P014586,2026-05-05T03:15:07,capture,10122,,,
E013473,P007087,2026-05-05T03:15:14,capture,3481,,,
E012962,P006816,2026-05-05T03:16:53,capture,6615,,,
E030700,P016155,2026-05-05T03:18:23,capture,4872,,,
E008968,P004713,2026-05-05T03:18:26,authorize,11876,approved,,275
E037086,P019536,2026-05-05T03:18:39,capture,6835,,,
E018168,P009563,2026-05-05T03:20:25,capture,4899,,,
E005396,P002833,2026-05-05T03:20:50,capture,6215,,,
E003374,P001767,2026-05-05T03:21:08,authorize,21564,approved,,383
E021373,P011239,2026-05-05T03:22:09,authorize,6215,approved,,394
E012733,P006696,2026-05-05T03:22:57,capture,2160,,,
E016065,P008462,2026-05-05T03:24:00,authorize,12736,approved,,987
E029603,P015580,2026-05-05T03:24:49,authorize,3965,declined,insufficient_funds,391
E009434,P004953,2026-05-05T03:25:46,capture,9617,,,
E033335,P017548,2026-05-05T03:26:21,capture,2994,,,
E017277,P009097,2026-05-05T03:29:23,capture,4888,,,
E030088,P015831,2026-05-05T03:29:25,capture,5328,,,
E031290,P016466,2026-05-05T03:31:40,capture,740,,,
E034738,P018278,2026-05-05T03:32:08,capture,14422,,,
E029200,P015367,2026-05-05T03:32:46,capture,1410,,,
E037729,P019868,2026-05-05T03:33:23,capture,1754,,,
E011900,P006255,2026-05-05T03:33:57,capture,18879,,,
E012730,P006694,2026-05-05T03:34:09,capture,3875,,,
E029693,P015627,2026-05-05T03:34:13,capture,787,,,
E011873,P006241,2026-05-05T03:35:18,capture,2595,,,
E013501,P007101,2026-05-05T03:35:42,capture,33513,,,
E026990,P014214,2026-05-05T03:36:28,authorize,7914,approved,,201
E022795,P011990,2026-05-05T03:37:58,capture,4838,,,
E027695,P014582,2026-05-05T03:38:20,capture,5476,,,
E013618,P007161,2026-05-05T03:39:16,capture,6627,,,
E031828,P016752,2026-05-05T03:40:18,capture,5092,,,
E004010,P002099,2026-05-05T03:40:30,capture,9601,,,
E032510,P017112,2026-05-05T03:40:55,capture,5588,,,
E030598,P016101,2026-05-05T03:41:53,capture,2312,,,
E029114,P015321,2026-05-05T03:42:08,capture,4987,,,
E025749,P013549,2026-05-05T03:42:10,capture,5811,,,
E009601,P005042,2026-05-05T03:42:44,capture,14482,,,
E016993,P008952,2026-05-05T03:42:50,capture,2394,,,
E027763,P014617,2026-05-05T03:43:00,authorize,1311,approved,,482
E013334,P007016,2026-05-05T03:44:48,capture,3886,,,
E012146,P006383,2026-05-05T03:45:11,authorize,4736,approved,,976
E015022,P007905,2026-05-05T03:45:17,capture,12724,,,
E001882,P000985,2026-05-05T03:45:27,capture,15120,,,
E014007,P007370,2026-05-05T03:45:38,capture,2638,,,
E008802,P004627,2026-05-05T03:45:41,capture,3910,,,
E033703,P017737,2026-05-05T03:47:00,authorize,2631,approved,,188
E018922,P009953,2026-05-05T03:47:24,authorize,2126,approved,,1126
E024532,P012909,2026-05-05T03:47:25,capture,10313,,,
E021282,P011191,2026-05-05T03:48:21,authorize,2301,approved,,723
