txn_id,timestamp,customer_id,amount,category,country,card_present,hours_since_prev_txn,txns_last_1h,is_fraud
T105657,2025-06-08 14:09:00,C1023,20.87,grocery,VN,1,31.63,0,0
T101514,2025-06-08 14:11:00,C1040,9.98,travel,VN,0,10.41,1,0
T104632,2025-06-08 14:17:00,C1350,15.08,pharmacy,VN,1,2.55,0,0
T104724,2025-06-08 14:34:00,C1057,6.72,gaming,VN,0,20.5,0,0
T100471,2025-06-08 15:12:00,C1161,9.22,restaurant,VN,1,10.87,0,0
T100033,2025-06-08 15:19:00,C1280,28.2,pharmacy,VN,0,8.88,2,0
T100888,2025-06-08 15:21:00,C1380,12.42,electronics,VN,0,4.42,0,0
T105008,2025-06-08 15:27:00,C1034,17.8,gaming,VN,0,4.98,0,0
T100845,2025-06-08 15:31:00,C1319,29.32,restaurant,VN,1,7.72,1,0
T104941,2025-06-08 15:41:00,C1236,26.0,restaurant,VN,1,6.26,0,0
T100045,2025-06-08 15:42:00,C1250,8.74,clothing,VN,0,4.71,2,0
T103493,2025-06-08 16:29:00,C1296,22.59,travel,VN,0,14.24,0,0
T104794,2025-06-08 16:45:00,C1367,30.88,pharmacy,VN,1,6.63,0,0
T100447,2025-06-08 16:47:00,C1098,9.22,restaurant,VN,1,11.04,1,0
T104054,2025-06-08 16:50:00,C1335,29.69,electronics,VN,1,8.27,0,0
T100525,2025-06-08 16:54:00,C1132,19.13,fuel,VN,0,5.95,0,0
T103046,2025-06-08 16:54:00,C1298,13.33,electronics,VN,1,0.88,0,0
T100916,2025-06-08 16:58:00,C1294,34.68,travel,VN,1,10.06,0,0
T101172,2025-06-08 17:04:00,C1174,8.77,gaming,VN,0,3.17,0,0
T102580,2025-06-08 17:17:00,C1071,22.51,electronics,VN,1,4.45,1,0
T104721,2025-06-08 17:17:00,C1294,56.99,clothing,US,1,7.29,1,0
T105120,2025-06-08 17:22:00,C1327,6.32,electronics,VN,0,23.06,1,0
T102877,2025-06-08 17:25:00,C1216,28.74,electronics,VN,1,17.3,0,0
T104352,2025-06-08 17:25:00,C1332,18.35,restaurant,VN,1,10.19,0,0
T103112,2025-06-08 17:30:00,C1081,40.38,travel,VN,1,13.28,1,0
T105543,2025-06-08 17:44:00,C1077,11.99,restaurant,VN,0,6.04,0,0
T102923,2025-06-08 18:01:00,C1160,15.34,fuel,VN,1,11.0,0,0
T102104,2025-06-08 18:03:00,C1212,52.04,grocery,VN,0,13.56,0,0
T101862,2025-06-08 18:06:00,C1022,36.5,grocery,VN,0,2.26,0,0
T103215,2025-06-08 18:24:00,C1157,5.8,grocery,VN,0,24.28,1,0
T102701,2025-06-08 18:30:00,C1332,20.93,restaurant,VN,1,12.21,2,0
T104590,2025-06-08 18:48:00,C1157,40.78,pharmacy,VN,1,1.88,0,0
T103601,2025-06-08 19:28:00,C1077,39.57,electronics,VN,0,3.98,0,0
T102101,2025-06-08 19:47:00,C1254,16.95,travel,VN,0,9.78,0,0
T103173,2025-06-08 19:51:00,C1377,23.06,fuel,VN,0,2.27,2,0
T104038,2025-06-08 20:09:00,C1108,21.23,fuel,VN,1,34.0,0,0
T105854,2025-06-08 20:33:00,C1309,26.14,travel,VN,0,33.91,0,0
T104497,2025-06-08 20:43:00,C1384,25.54,clothing,VN,0,9.32,0,0
T103334,2025-06-08 20:52:00,C1299,82.9,grocery,VN,1,40.6,0,0
T104245,2025-06-08 20:57:00,C1238,28.63,electronics,VN,0,8.7,2,0
T100580,2025-06-08 21:01:00,C1091,8.86,restaurant,VN,1,9.27,0,0
T102506,2025-06-08 21:17:00,C1341,13.14,fuel,VN,1,4.13,2,0
T103657,2025-06-08 21:42:00,C1151,12.65,pharmacy,VN,1,15.22,0,0
T105338,2025-06-08 21:52:00,C1128,11.96,grocery,VN,1,3.93,0,0
T101788,2025-06-08 21:55:00,C1391,29.44,gaming,VN,1,18.87,1,0
T104990,2025-06-08 22:18:00,C1292,102.93,gaming,BR,0,5.38,0,0
T102990,2025-06-08 23:30:00,C1003,3.5,pharmacy,VN,1,93.0,2,0
T102303,2025-06-09 00:00:00,C1294,22.25,pharmacy,VN,1,13.93,0,0
T100154,2025-06-09 01:00:00,C1063,28.11,electronics,NG,1,5.48,0,0
T104116,2025-06-09 01:10:00,C1094,24.74,electronics,VN,1,8.45,0,0
T104370,2025-06-09 04:48:00,C1355,18.97,electronics,VN,1,57.03,0,0
T103624,2025-06-09 06:13:00,C1224,13.6,pharmacy,VN,0,9.58,0,0
T102369,2025-06-09 06:22:00,C1374,16.9,restaurant,VN,1,18.62,1,0
T103011,2025-06-09 06:36:00,C1133,29.31,restaurant,VN,0,3.42,0,0
T104222,2025-06-09 06:54:00,C1260,9.85,grocery,VN,1,15.16,1,0
T105298,2025-06-09 07:03:00,C1132,11.32,fuel,VN,1,9.76,0,0
T102768,2025-06-09 07:05:00,C1214,48.3,fuel,VN,1,0.88,2,0
T105016,2025-06-09 07:05:00,C1273,23.2,gaming,VN,1,5.76,0,0
T103914,2025-06-09 07:16:00,C1199,19.18,pharmacy,VN,1,2.79,0,0
T103749,2025-06-09 07:44:00,C1345,16.98,fuel,VN,1,5.07,1,0
T100935,2025-06-09 08:00:00,C1349,10.2,pharmacy,VN,1,6.46,1,0
T100402,2025-06-09 08:20:00,C1324,6.65,fuel,VN,1,2.75,1,0
T101044,2025-06-09 08:24:00,C1357,49.75,gaming,JP,1,3.98,1,0
T104212,2025-06-09 08:34:00,C1303,36.44,clothing,VN,0,32.74,0,0
T101270,2025-06-09 08:37:00,C1125,29.5,restaurant,VN,1,7.36,1,0
T104574,2025-06-09 08:42:00,C1111,27.29,travel,VN,1,41.17,1,0
T104985,2025-06-09 08:45:00,C1231,35.2,electronics,VN,1,2.74,0,0
T102149,2025-06-09 08:47:00,C1384,69.72,electronics,VN,1,19.6,0,0
T102483,2025-06-09 08:49:00,C1331,16.99,electronics,VN,1,27.03,0,0
T104942,2025-06-09 08:59:00,C1178,7.64,pharmacy,VN,0,8.96,0,0
T102398,2025-06-09 09:30:00,C1013,18.37,fuel,VN,1,11.33,1,0
T105089,2025-06-09 09:30:00,C1164,33.95,travel,VN,1,21.37,0,0
T100316,2025-06-09 09:38:00,C1345,25.5,restaurant,VN,0,13.0,0,0
T100300,2025-06-09 10:07:00,C1045,30.72,electronics,VN,0,0.5,0,0
T104782,2025-06-09 10:13:00,C1307,11.61,travel,VN,0,10.47,0,0
T103090,2025-06-09 10:16:00,C1292,13.54,travel,VN,1,118.35,0,0
T105685,2025-06-09 10:27:00,C1061,20.68,pharmacy,VN,0,8.3,1,0
T102236,2025-06-09 10:36:00,C1214,49.34,electronics,VN,1,16.42,2,0
T104387,2025-06-09 10:44:00,C1033,10.6,grocery,VN,1,75.62,0,0
T104435,2025-06-09 10:44:00,C1277,23.67,electronics,VN,1,2.57,0,0
T104339,2025-06-09 10:48:00,C1183,18.39,restaurant,VN,0,2.47,0,0
T105939,2025-06-09 11:03:00,C1346,4.19,travel,VN,1,6.25,0,0
T100396,2025-06-09 11:04:00,C1104,54.18,gaming,VN,1,21.44,0,0
T102358,2025-06-09 11:04:00,C1226,20.85,restaurant,VN,1,19.23,1,0
T104315,2025-06-09 11:14:00,C1201,18.25,electronics,VN,1,2.64,0,0
T105427,2025-06-09 11:16:00,C1225,9.67,fuel,VN,0,14.76,1,0
T102914,2025-06-09 11:18:00,C1074,32.03,restaurant,VN,1,4.87,3,0
T104163,2025-06-09 11:29:00,C1299,20.36,gaming,VN,0,6.59,0,0
T102306,2025-06-09 11:42:00,C1263,19.4,travel,VN,0,3.78,0,0
T104746,2025-06-09 11:45:00,C1155,85.04,electronics,VN,0,19.79,0,0
T105723,2025-06-09 11:47:00,C1097,15.55,grocery,VN,0,59.15,0,0
T101636,2025-06-09 11:59:00,C1041,19.78,grocery,VN,1,18.54,0,0
T105606,2025-06-09 12:03:00,C1022,59.46,grocery,VN,1,41.41,1,0
T105040,2025-06-09 12:10:00,C1130,63.49,electronics,VN,0,5.81,0,0
T105620,2025-06-09 12:13:00,C1266,56.21,clothing,VN,1,2.8,0,0
T102630,2025-06-09 12:20:00,C1173,32.09,electronics,VN,0,9.25,2,0
T104523,2025-06-09 12:20:00,C1314,8.25,gaming,VN,0,28.53,0,0
T102413,2025-06-09 12:23:00,C1014,7.59,travel,BR,0,43.32,0,0
T102897,2025-06-09 12:25:00,C1081,98.69,fuel,VN,0,8.12,0,0
T102834,2025-06-09 12:32:00,C1279,12.71,electronics,VN,0,1.36,0,0
T102233,2025-06-09 12:40:00,C1024,34.6,pharmacy,VN,1,69.25,2,0
T104262,2025-06-09 12:40:00,C1048,6.78,grocery,VN,0,9.63,0,0
T100868,2025-06-09 12:51:00,C1072,23.51,travel,VN,0,0.35,0,0
T102729,2025-06-09 12:54:00,C1275,6.69,electronics,VN,0,80.77,1,0
T102826,2025-06-09 13:05:00,C1023,80.33,grocery,BR,1,4.76,1,0
T101453,2025-06-09 13:07:00,C1363,9.16,travel,VN,0,0.56,0,0
T102337,2025-06-09 13:21:00,C1100,24.71,fuel,VN,1,14.78,0,0
T104921,2025-06-09 13:27:00,C1289,38.93,gaming,VN,1,1.91,0,0
T103910,2025-06-09 13:42:00,C1327,32.82,travel,VN,1,5.95,0,0
T104454,2025-06-09 13:46:00,C1035,38.63,travel,VN,1,3.91,0,0
T102592,2025-06-09 14:08:00,C1228,19.12,grocery,VN,1,48.47,2,0
T103276,2025-06-09 15:03:00,C1394,42.84,electronics,VN,1,10.45,0,0
T102520,2025-06-09 15:17:00,C1056,13.32,restaurant,VN,1,5.37,2,0
T104155,2025-06-09 15:25:00,C1010,14.39,clothing,VN,0,2.09,0,0
T105312,2025-06-09 15:41:00,C1174,21.61,travel,VN,1,2.16,0,0
T100829,2025-06-09 15:59:00,C1129,49.68,electronics,VN,1,17.2,0,0
T103294,2025-06-09 16:00:00,C1021,40.51,clothing,VN,1,2.5,3,0
T103785,2025-06-09 16:01:00,C1296,8.88,electronics,VN,1,19.91,1,0
T102879,2025-06-09 16:03:00,C1002,263.73,travel,US,0,0.54,5,1
T103506,2025-06-09 16:22:00,C1338,7.21,electronics,VN,0,12.49,2,0
T104597,2025-06-09 16:24:00,C1102,13.36,grocery,VN,0,7.69,1,0
T101549,2025-06-09 16:33:00,C1361,6.45,fuel,VN,1,3.39,0,0
T103562,2025-06-09 16:47:00,C1275,52.83,pharmacy,VN,1,9.07,0,0
T101101,2025-06-09 17:10:00,C1220,94.48,gaming,VN,1,2.35,0,0
T105139,2025-06-09 17:26:00,C1351,14.91,gaming,VN,0,4.73,1,0
T105372,2025-06-09 17:26:00,C1374,31.16,grocery,VN,1,3.86,0,0
T105716,2025-06-09 17:44:00,C1268,22.64,travel,VN,0,1.47,0,0
T101972,2025-06-09 17:52:00,C1172,10.08,gaming,SG,1,22.05,0,0
T105239,2025-06-09 17:57:00,C1285,14.42,travel,VN,1,20.09,0,0
T101931,2025-06-09 17:59:00,C1202,65.15,grocery,VN,1,1.6,2,0
T104538,2025-06-09 19:00:00,C1108,17.46,gaming,VN,1,68.36,2,0
T105563,2025-06-09 19:03:00,C1292,41.36,travel,VN,1,6.82,1,0
T102674,2025-06-09 19:18:00,C1131,82.32,pharmacy,VN,1,2.43,1,0
T104665,2025-06-09 19:24:00,C1009,32.0,travel,VN,1,36.86,0,0
T101085,2025-06-09 19:25:00,C1212,20.88,restaurant,VN,1,3.9,2,0
T104598,2025-06-09 19:37:00,C1126,16.22,pharmacy,VN,1,11.22,0,0
T100754,2025-06-09 19:40:00,C1049,6.03,travel,VN,0,8.79,0,0
T103227,2025-06-09 20:02:00,C1084,8.18,pharmacy,VN,1,14.77,0,0
T104283,2025-06-09 20:25:00,C1237,30.22,restaurant,VN,0,46.88,1,0
T100218,2025-06-09 20:29:00,C1333,26.38,electronics,VN,1,4.22,0,0
T105417,2025-06-09 20:31:00,C1039,38.19,clothing,RU,0,2.15,0,0
T101080,2025-06-09 20:54:00,C1293,81.13,grocery,VN,0,2.12,0,0
T104059,2025-06-09 20:59:00,C1119,9.63,grocery,VN,0,13.07,2,0
T100251,2025-06-09 21:05:00,C1251,33.06,electronics,VN,1,1.53,0,0
T105528,2025-06-09 21:12:00,C1194,8.16,clothing,VN,0,7.43,3,0
T103357,2025-06-09 21:13:00,C1241,5.59,travel,VN,1,1.43,1,0
T102002,2025-06-09 21:20:00,C1231,60.82,grocery,VN,1,46.73,0,0
T100588,2025-06-09 21:29:00,C1313,37.8,clothing,VN,1,6.86,0,0
T102524,2025-06-09 21:29:00,C1375,7.55,pharmacy,VN,0,0.8,1,0
T104369,2025-06-09 22:05:00,C1139,21.69,fuel,VN,0,24.06,0,0
T105245,2025-06-09 22:21:00,C1156,8.93,restaurant,VN,0,9.26,0,0
T100862,2025-06-09 23:32:00,C1245,41.4,grocery,VN,1,8.94,1,0
T103892,2025-06-10 03:36:00,C1096,724.13,travel,BR,0,0.24,3,1
T101477,2025-06-10 03:43:00,C1331,58.97,electronics,VN,0,0.94,5,1
T104388,2025-06-10 04:36:00,C1179,14.55,restaurant,VN,0,10.95,0,0
T104478,2025-06-10 05:32:00,C1164,27.95,fuel,VN,1,1.11,0,0
T102661,2025-06-10 07:09:00,C1061,22.34,restaurant,VN,1,15.93,1,0
T104969,2025-06-10 07:11:00,C1309,29.49,pharmacy,VN,0,6.13,0,0
T102932,2025-06-10 07:14:00,C1295,7.07,gaming,VN,0,5.84,0,0
T103104,2025-06-10 07:30:00,C1177,18.04,travel,VN,1,2.56,0,0
T104509,2025-06-10 08:01:00,C1281,40.47,grocery,VN,1,13.81,3,0
T101619,2025-06-10 08:10:00,C1083,46.55,clothing,VN,0,1.76,2,0
T103399,2025-06-10 08:21:00,C1359,4.49,travel,VN,1,22.74,0,0
T104362,2025-06-10 08:30:00,C1099,16.63,gaming,VN,0,6.27,1,0
T101604,2025-06-10 08:32:00,C1314,166.5,fuel,VN,1,2.89,0,0
T103120,2025-06-10 08:39:00,C1031,12.39,fuel,VN,0,5.69,0,0
T102446,2025-06-10 08:47:00,C1128,36.44,electronics,VN,1,9.83,0,0
T102535,2025-06-10 08:49:00,C1301,58.76,clothing,SG,1,4.76,0,0
T101979,2025-06-10 08:58:00,C1251,33.92,travel,VN,1,4.31,1,0
T105041,2025-06-10 09:02:00,C1220,27.05,restaurant,VN,1,3.19,1,0
T100153,2025-06-10 09:14:00,C1150,130.5,gaming,VN,1,2.5,0,0
T102064,2025-06-10 09:17:00,C1111,18.49,pharmacy,VN,1,6.01,0,0
T103272,2025-06-10 09:18:00,C1045,7.13,gaming,VN,0,25.98,0,0
T101263,2025-06-10 09:22:00,C1385,70.69,travel,VN,0,27.37,0,0
T104103,2025-06-10 09:33:00,C1007,15.96,gaming,VN,1,13.48,0,0
T102408,2025-06-10 09:34:00,C1113,26.72,travel,VN,1,0.94,0,0
T104783,2025-06-10 09:40:00,C1101,19.97,travel,VN,1,12.36,1,0
T104668,2025-06-10 09:53:00,C1181,45.24,travel,VN,1,7.66,0,0
T102835,2025-06-10 10:01:00,C1299,15.48,clothing,VN,1,73.14,0,0
T105061,2025-06-10 10:27:00,C1362,33.72,electronics,VN,1,11.97,0,0
T105274,2025-06-10 10:41:00,C1315,15.48,fuel,VN,1,21.43,1,0
T100093,2025-06-10 10:56:00,C1304,13.65,travel,VN,0,7.55,0,0
T104226,2025-06-10 11:14:00,C1037,2.21,restaurant,VN,0,2.22,0,0
T103531,2025-06-10 11:21:00,C1158,8.08,grocery,VN,1,26.05,1,0
T100638,2025-06-10 11:26:00,C1316,44.68,grocery,VN,1,0.55,0,0
T104379,2025-06-10 11:29:00,C1357,66.71,grocery,VN,1,8.91,2,0
T105910,2025-06-10 11:30:00,C1255,104.67,pharmacy,VN,0,8.87,0,0
T101399,2025-06-10 11:38:00,C1126,20.54,fuel,GB,0,2.21,1,0
T105972,2025-06-10 11:50:00,C1260,25.48,restaurant,VN,1,8.29,0,0
T104933,2025-06-10 12:05:00,C1140,22.01,electronics,VN,1,13.1,0,0
T101183,2025-06-10 12:17:00,C1098,16.35,electronics,VN,0,2.6,2,0
T101256,2025-06-10 12:20:00,C1068,13.65,clothing,VN,1,9.17,1,0
T101287,2025-06-10 12:46:00,C1146,38.83,clothing,VN,1,21.5,0,0
T105999,2025-06-10 12:49:00,C1116,26.41,restaurant,VN,1,3.88,2,0
T104666,2025-06-10 12:53:00,C1033,69.01,electronics,VN,1,12.22,0,0
T103192,2025-06-10 13:13:00,C1353,23.34,travel,VN,1,3.13,0,0
T102488,2025-06-10 13:18:00,C1138,27.16,restaurant,VN,1,4.67,0,0
T101527,2025-06-10 13:24:00,C1112,96.57,pharmacy,VN,0,18.97,1,0
T100498,2025-06-10 13:26:00,C1283,10.77,travel,VN,1,6.29,0,0
T103439,2025-06-10 13:35:00,C1331,76.42,clothing,VN,0,37.33,0,0
T104428,2025-06-10 13:39:00,C1324,12.48,grocery,VN,1,14.71,0,0
T105655,2025-06-10 14:03:00,C1303,15.46,gaming,US,1,10.76,1,0
T105022,2025-06-10 14:05:00,C1128,94.89,gaming,VN,1,4.61,0,0
T105712,2025-06-10 14:06:00,C1161,17.65,clothing,US,0,4.43,2,0
T103208,2025-06-10 14:17:00,C1070,5.73,clothing,VN,1,7.11,0,0
T105586,2025-06-10 14:22:00,C1356,46.32,grocery,VN,0,9.25,0,0
T105726,2025-06-10 14:23:00,C1344,7.55,grocery,VN,0,3.5,0,0
T104164,2025-06-10 14:26:00,C1007,22.72,fuel,VN,1,86.69,0,0
T100518,2025-06-10 14:46:00,C1140,33.86,restaurant,VN,0,19.85,0,0
T102211,2025-06-10 14:54:00,C1190,12.25,gaming,VN,1,9.51,1,0
T100304,2025-06-10 15:56:00,C1279,6.21,grocery,VN,1,3.3,0,0
T104070,2025-06-10 16:00:00,C1015,34.2,clothing,VN,1,3.08,0,0
T104214,2025-06-10 16:22:00,C1379,9.99,electronics,VN,0,6.38,0,0
T104859,2025-06-10 16:44:00,C1285,14.02,restaurant,VN,1,58.57,1,0
T100138,2025-06-10 16:57:00,C1293,7.82,gaming,VN,1,6.11,0,0
T103178,2025-06-10 17:07:00,C1023,58.46,fuel,VN,0,1.53,0,0
T101851,2025-06-10 17:11:00,C1233,19.51,electronics,VN,1,6.32,0,0
T100875,2025-06-10 17:12:00,C1187,6.28,restaurant,VN,1,56.45,3,0
T100582,2025-06-10 17:23:00,C1131,26.69,electronics,VN,1,13.49,1,0
T103400,2025-06-10 17:43:00,C1127,45.04,fuel,VN,0,0.91,0,0
T105853,2025-06-10 18:18:00,C1173,52.18,pharmacy,VN,0,2.08,0,0
T101129,2025-06-10 18:35:00,C1303,15.04,clothing,VN,0,7.76,1,0
T104414,2025-06-10 18:37:00,C1066,39.45,clothing,VN,1,14.9,0,0
T101684,2025-06-10 18:41:00,C1356,24.51,restaurant,VN,0,0.74,0,0
T102556,2025-06-10 18:54:00,C1201,5.76,restaurant,VN,1,20.32,0,0
T101696,2025-06-10 18:56:00,C1278,27.23,pharmacy,VN,1,0.68,1,0
T100273,2025-06-10 19:03:00,C1025,7.17,pharmacy,VN,0,2.91,0,0
T104604,2025-06-10 19:35:00,C1244,10.63,electronics,VN,0,45.55,1,0
T101833,2025-06-10 19:44:00,C1290,83.21,pharmacy,VN,1,0.58,0,0
T101695,2025-06-10 19:45:00,C1376,30.41,travel,VN,0,24.84,0,0
T105083,2025-06-10 19:48:00,C1138,47.35,travel,VN,1,13.74,1,0
T104233,2025-06-10 19:52:00,C1066,39.05,fuel,VN,0,30.73,0,0
T101964,2025-06-10 20:07:00,C1192,178.3,gaming,VN,1,9.56,0,0
T100339,2025-06-10 20:30:00,C1052,37.97,travel,VN,1,0.89,0,0
T104836,2025-06-10 20:52:00,C1396,63.86,restaurant,VN,1,1.72,2,0
T102781,2025-06-10 21:04:00,C1322,16.53,travel,VN,1,30.25,0,0
T102422,2025-06-10 21:46:00,C1228,93.99,clothing,VN,0,5.41,2,0
T103865,2025-06-10 21:46:00,C1061,32.15,travel,US,0,0.28,5,1
T100693,2025-06-10 21:49:00,C1086,20.24,travel,NG,1,1.17,2,0
T104300,2025-06-10 21:58:00,C1024,12.35,travel,VN,0,8.18,0,0
T101410,2025-06-10 22:39:00,C1238,39.72,electronics,NG,0,2.16,3,1
T104603,2025-06-10 22:39:00,C1179,31.26,electronics,VN,0,15.93,1,0
T100624,2025-06-10 22:42:00,C1067,46.52,electronics,VN,1,4.81,0,0
T105395,2025-06-10 22:48:00,C1393,26.65,gaming,VN,1,21.97,1,0
T102106,2025-06-10 23:43:00,C1284,6.04,grocery,VN,1,1.36,0,0
T101279,2025-06-11 01:49:00,C1231,17.43,electronics,VN,0,9.31,0,0
T102861,2025-06-11 06:01:00,C1021,6.55,grocery,VN,0,6.04,0,0
T103982,2025-06-11 06:15:00,C1317,8.1,pharmacy,VN,1,16.01,1,0
T105302,2025-06-11 06:27:00,C1264,29.65,grocery,VN,1,11.65,0,0
T100217,2025-06-11 06:38:00,C1398,37.78,gaming,VN,1,7.22,0,0
T102076,2025-06-11 06:45:00,C1259,17.69,clothing,VN,1,6.75,1,0
T103363,2025-06-11 06:48:00,C1323,28.46,restaurant,VN,1,0.36,0,0
T103875,2025-06-11 07:23:00,C1275,20.24,pharmacy,RU,0,2.12,1,0
T101163,2025-06-11 07:24:00,C1079,35.03,clothing,VN,0,0.75,2,0
T103128,2025-06-11 07:29:00,C1273,12.83,travel,VN,0,7.37,0,0
T105687,2025-06-11 07:56:00,C1059,10.93,clothing,VN,1,33.25,0,0
T101938,2025-06-11 08:05:00,C1349,60.49,restaurant,VN,0,4.88,3,0
T105025,2025-06-11 08:09:00,C1068,23.26,fuel,VN,1,20.73,3,0
T102660,2025-06-11 08:13:00,C1132,3.05,fuel,VN,1,5.49,0,0
T104744,2025-06-11 08:27:00,C1044,19.74,restaurant,VN,1,17.72,2,0
T103067,2025-06-11 08:28:00,C1301,51.47,electronics,VN,0,6.17,0,0
T101221,2025-06-11 08:56:00,C1027,13.93,electronics,BR,0,3.3,1,0
T105552,2025-06-11 09:05:00,C1186,4.6,electronics,NG,0,0.22,2,1
T100961,2025-06-11 09:30:00,C1373,9.22,travel,VN,1,5.31,0,0
T102180,2025-06-11 09:30:00,C1374,69.39,restaurant,VN,0,5.52,2,0
T101750,2025-06-11 09:39:00,C1053,78.82,grocery,VN,1,2.97,0,0
T101877,2025-06-11 09:39:00,C1155,8.08,grocery,VN,1,6.31,2,0
T104287,2025-06-11 09:48:00,C1017,51.54,electronics,VN,1,8.2,0,0
T100877,2025-06-11 10:02:00,C1337,12.76,pharmacy,VN,1,3.72,3,0
T104800,2025-06-11 10:10:00,C1326,30.03,electronics,VN,0,7.05,0,0
T104281,2025-06-11 10:22:00,C1260,13.01,travel,VN,0,11.14,0,0
T102205,2025-06-11 10:31:00,C1239,19.41,fuel,VN,0,2.58,0,0
T101760,2025-06-11 10:32:00,C1393,19.33,fuel,VN,0,5.44,1,0
T104130,2025-06-11 10:37:00,C1307,16.04,gaming,VN,0,2.41,1,0
T105800,2025-06-11 11:02:00,C1066,13.52,pharmacy,VN,1,23.2,1,0
T103210,2025-06-11 11:07:00,C1092,14.31,restaurant,VN,1,15.47,1,0
T102587,2025-06-11 11:11:00,C1093,31.18,restaurant,VN,0,4.83,0,0
T104327,2025-06-11 11:17:00,C1303,6.21,electronics,VN,0,37.41,1,0
T103870,2025-06-11 11:24:00,C1311,112.22,electronics,VN,0,11.0,1,0
T100421,2025-06-11 11:31:00,C1158,22.99,pharmacy,VN,1,18.72,1,0
T101107,2025-06-11 11:46:00,C1074,15.22,clothing,VN,1,34.3,2,0
T104136,2025-06-11 11:49:00,C1075,22.91,restaurant,VN,0,3.47,0,0
T105900,2025-06-11 11:53:00,C1285,16.42,electronics,VN,0,31.77,0,0
T100335,2025-06-11 12:06:00,C1056,82.68,electronics,VN,1,7.94,0,0
T103747,2025-06-11 12:11:00,C1180,12.28,electronics,VN,1,3.08,0,0
T105285,2025-06-11 12:13:00,C1140,15.78,restaurant,VN,0,3.37,1,0
T100654,2025-06-11 12:18:00,C1206,32.03,gaming,VN,0,7.74,1,0
T102945,2025-06-11 12:30:00,C1069,8.99,travel,VN,0,1.21,0,0
T100894,2025-06-11 12:50:00,C1328,113.21,pharmacy,VN,1,13.5,0,0
T102721,2025-06-11 13:56:00,C1385,6.94,pharmacy,VN,0,35.88,0,0
T103549,2025-06-11 14:09:00,C1301,35.78,travel,JP,1,20.27,0,0
T105880,2025-06-11 14:25:00,C1137,5.8,electronics,VN,1,10.83,0,0
T100664,2025-06-11 14:44:00,C1177,35.85,travel,VN,0,7.85,0,0
T103518,2025-06-11 14:59:00,C1325,45.16,pharmacy,VN,1,21.36,2,0
T102695,2025-06-11 15:08:00,C1134,28.71,grocery,VN,1,18.02,1,0
T103507,2025-06-11 15:31:00,C1115,41.92,travel,VN,0,23.71,2,0
T104179,2025-06-11 15:37:00,C1153,86.23,grocery,VN,1,7.59,0,0
T103040,2025-06-11 15:56:00,C1113,22.4,electronics,VN,1,16.44,0,0
T101944,2025-06-11 16:06:00,C1081,32.52,pharmacy,VN,0,26.79,0,0
T103848,2025-06-11 16:13:00,C1130,132.05,restaurant,VN,0,5.85,0,0
T104158,2025-06-11 16:40:00,C1042,22.0,fuel,VN,1,4.92,0,0
T102541,2025-06-11 16:45:00,C1393,24.83,clothing,VN,0,27.26,0,0
T104394,2025-06-11 16:57:00,C1131,56.14,fuel,VN,0,191.14,0,0
T102265,2025-06-11 17:18:00,C1020,158.06,electronics,VN,1,1.44,0,0
T100559,2025-06-11 17:26:00,C1393,78.82,travel,VN,0,6.59,1,0
T105985,2025-06-11 17:41:00,C1324,25.66,pharmacy,VN,0,0.47,3,0
T101033,2025-06-11 17:52:00,C1106,33.61,pharmacy,VN,1,2.02,0,0
T105015,2025-06-11 17:52:00,C1324,16.8,fuel,VN,1,1.3,2,0
T103651,2025-06-11 18:01:00,C1199,52.19,clothing,VN,1,4.58,0,0
T101456,2025-06-11 18:21:00,C1299,15.41,pharmacy,VN,0,6.34,1,0
T105046,2025-06-11 18:29:00,C1223,5.53,gaming,VN,1,23.08,1,0
T104771,2025-06-11 18:30:00,C1190,6.88,grocery,VN,1,3.3,0,0
T102171,2025-06-11 18:39:00,C1093,13.84,travel,VN,1,9.52,0,0
T101589,2025-06-11 18:41:00,C1303,19.65,restaurant,VN,1,1.89,2,0
T105735,2025-06-11 18:47:00,C1344,8.47,pharmacy,VN,0,3.72,2,0
T101298,2025-06-11 18:54:00,C1345,46.57,gaming,VN,0,3.68,0,0
T104737,2025-06-11 19:04:00,C1184,10.94,travel,VN,0,14.66,3,0
T104818,2025-06-11 19:04:00,C1242,31.42,electronics,NG,0,6.01,0,0
T101475,2025-06-11 19:15:00,C1033,13.22,pharmacy,VN,1,1.44,0,0
T100286,2025-06-11 19:24:00,C1324,41.56,fuel,VN,1,8.98,1,0
T103941,2025-06-11 19:27:00,C1391,17.19,travel,VN,1,6.19,0,0
T104001,2025-06-11 19:27:00,C1366,37.52,restaurant,VN,1,9.12,0,0
T101907,2025-06-11 19:29:00,C1210,17.82,pharmacy,VN,0,6.88,1,0
T101885,2025-06-11 19:33:00,C1239,39.39,electronics,VN,0,4.58,0,0
T105279,2025-06-11 19:34:00,C1180,18.69,restaurant,VN,0,2.1,1,0
T105483,2025-06-11 19:54:00,C1328,44.81,restaurant,VN,1,4.06,0,0
T100818,2025-06-11 19:59:00,C1164,34.49,clothing,VN,1,1.52,1,0
T103180,2025-06-11 20:08:00,C1269,11.9,pharmacy,VN,1,72.27,0,0
T104883,2025-06-11 20:13:00,C1241,6.63,restaurant,VN,1,55.3,0,0
T102239,2025-06-11 20:24:00,C1256,7.45,gaming,VN,1,29.48,2,0
